"","PlaceCode","pop","popMOE","hh","hhMOE","m_under5","m_under5MOE","f_under5","f_under5MOE","racepop","racepopMOE","white","whiteMOE","black","blackMOE","asian","asianMOE","hisp","hispMOE","renter","renterMOE","occupied","occupiedMOE","Population","Population_MOE","Total_Households","Total_Households_MOE","Population_Under_5","Population_Under_5_MOE","White_percent","White_MOEprop","Black_percent","Black_MOEprop","Asian_percent","Asian_MOEprop","Hispanic_percent","Hispanic_MOEprop","Renter_percent","Renter_MOEprop"
"83",3500,1308,236,736,73,46,44,13,21,1308,236,169,67,1091,238,1,2,22,19,525,77,736,73,1308,236,736,73,59,48.7544869729956,0.129204892966361,0.0456109845554069,0.834097859327217,0.102272952180202,0.000764525993883792,0.00152281712173079,0.0168195718654434,0.0142054548925102,0.713315217391304,0.0770693767753625
"84",3600,1525,215,728,68,24,26,62,32,1525,215,304,97,1112,221,0,12,81,54,465,79,728,68,1525,215,728,68,86,41.2310562561766,0.199344262295082,0.0570608795759289,0.729180327868852,0.102141509114752,0,0.00786885245901639,0.0531147540983607,0.0346089830768298,0.638736263736264,0.0906435417098277
"85",3701,1971,225,954,64,17,22,17,26,1971,225,588,133,1280,168,15,22,51,40,509,78,954,64,1971,225,954,64,34,34.0587727318528,0.298325722983257,0.058254321549572,0.649416539827499,0.0420626503127566,0.0076103500761035,0.0111279862099894,0.0258751902587519,0.0200781572672865,0.533542976939203,0.0735099051315616
"86",3702,3573,396,1614,143,142,84,19,21,3573,396,1174,268,1997,348,64,56,175,107,1045,141,1614,143,3573,396,1614,143,161,86.5852181379709,0.328575426812203,0.0655735764942987,0.558914077805765,0.0751598556101246,0.0179121186677862,0.0155468670971983,0.0489784494822278,0.0294507272347622,0.647459727385378,0.0658874534864259
"87",3800,1109,210,725,137,1,16,22,15,1109,210,1010,202,24,26,16,24,59,51,329,92,725,137,1109,210,725,137,23,21.9317121994613,0.9107303877367,0.0586192967758436,0.0216411181244364,0.0230836179554927,0.0144274120829576,0.021467983712727,0.0532010820559062,0.0448703727136102,0.453793103448276,0.0935385386769694
"88",3900,1176,206,565,80,12,13,23,19,1176,206,502,94,493,181,5,7,100,54,384,69,565,80,1176,206,565,80,35,23.0217288664427,0.42687074829932,0.0282457596163564,0.41921768707483,0.135263298713393,0.00425170068027211,0.00590560374649112,0.0850340136054422,0.0434352748711155,0.679646017699115,0.0751893791978674
"89",4000,2009,286,887,78,49,38,46,40,2009,286,637,156,1259,256,5,7,101,80,615,94,887,78,2009,286,887,78,95,55.1724568965349,0.317073170731707,0.063183396397546,0.62667994026879,0.0909859149638604,0.00248880039820806,0.00346625999604711,0.0502737680438029,0.0391723728263447,0.693348365276212,0.0866792591571863
"90",4100,1670,176,808,63,32,20,33,27,1670,176,1189,159,235,114,23,19,212,118,375,77,808,63,1670,176,808,63,65,33.6005952328229,0.711976047904192,0.058606082173976,0.140718562874251,0.0666330723745011,0.0137724550898204,0.0112842791123421,0.126946107784431,0.0693805335849808,0.464108910891089,0.0881592077772151
"91",4401,1139,180,568,82,31,31,35,30,1139,180,183,82,830,158,18,25,66,44,407,95,568,82,1139,180,568,82,66,43.139309220246,0.160667251975417,0.0673668807173476,0.728709394205443,0.0773357288923329,0.0158033362598771,0.0218065300497852,0.057945566286216,0.0375293128860761,0.716549295774648,0.131425908766862
"92",4402,358,299,114,103,64,105,0,12,358,299,0,12,358,299,0,12,0,12,114,103,114,103,358,299,114,103,64,105.683489722851,0,0.0335195530726257,1,0,0,0.0335195530726257,0,0.0335195530726257,1,0
"93",4500,2628,327,1176,105,157,81,100,47,2628,327,923,136,1423,332,23,27,240,130,762,138,1176,105,2628,327,1176,105,257,93.6482781475452,0.351217656012177,0.0277174994941036,0.541476407914764,0.106865663353097,0.00875190258751903,0.0102160955602438,0.091324200913242,0.0481444129498908,0.647959183673469,0.102094450125374
"94",4600,2799,272,1400,85,50,33,52,35,2799,272,2340,242,146,83,48,41,115,64,770,110,1400,85,2799,272,1400,85,102,48.1040538832228,0.836012861736334,0.0295808011569564,0.0521614862450875,0.0292169975516042,0.0171489817792069,0.0145529821660145,0.0410861021793498,0.0225140206312402,0.55,0.0711223346044816
"95",4800,140,119,71,50,0,12,0,12,140,119,9,11,131,118,0,12,0,12,71,50,71,50,140,119,71,50,0,16.9705627484771,0.0642857142857143,0.0564590785527041,0.935714285714286,0.278953721200181,0,0.0857142857142857,0,0.0857142857142857,1,0
"96",4900,1349,236,705,92,58,57,5,8,1349,236,344,122,686,207,41,40,266,111,626,91,705,92,1349,236,705,92,63,57.5586657246326,0.255003706449222,0.0786685000406659,0.508524833209785,0.125025852200508,0.0303928836174944,0.0291709758881505,0.197183098591549,0.0747030187539721,0.887943262411347,0.056872471582268
"97",5000,1156,166,534,60,9,13,14,22,1156,166,323,75,591,142,5,8,205,103,362,65,534,60,1156,166,534,60,23,25.5538646783613,0.279411764705882,0.0509843519484039,0.511245674740484,0.0984854252281731,0.00432525951557093,0.00689248722053942,0.177335640138408,0.0853838255781605,0.677902621722846,0.0949460904304346
"98",5400,1749,274,1019,108,17,23,64,43,1749,274,1069,147,384,213,0,12,222,151,753,126,1019,108,1749,274,1019,108,81,48.7647413609464,0.611206403659234,0.127407024893735,0.219554030874786,0.116825764311809,0,0.00686106346483705,0.126929674099485,0.0840138705533474,0.738959764474975,0.0956844984617183
"99",5500,2778,245,1139,87,117,51,122,61,2778,245,2186,242,36,36,0,12,477,314,438,105,1139,87,2778,245,1139,87,239,79.5110055275369,0.786897048236141,0.0526544508752163,0.0129589632829374,0.0129084675234544,0,0.00431965442764579,0.17170626349892,0.112011956504088,0.384547848990342,0.0873814545399663
"100",5601,2337,211,859,57,82,36,86,31,2337,211,2021,204,24,32,26,28,241,103,237,60,859,57,2337,211,859,57,168,47.5078940808788,0.864783910997005,0.0390325442429706,0.0102695763799743,0.0136613395483646,0.0111253744116389,0.01193899185831,0.103123662815576,0.0430789167194687,0.275902211874272,0.0674066675657412
"101",5602,2694,201,949,68,135,55,134,56,2694,201,2454,214,56,76,53,69,123,69,244,54,949,68,2694,201,949,68,269,78.4920378127616,0.910913140311804,0.0411219256833726,0.0207869339272457,0.028168175023382,0.0196733481811433,0.0255703773043648,0.0456570155902004,0.0253849289255129,0.257112750263435,0.0538369909616844
"102",5603,1537,131,674,55,65,39,61,43,1537,131,1303,123,51,65,52,57,126,81,225,62,674,55,1537,131,674,55,126,58.0517010948,0.847755367599219,0.0344002601886859,0.033181522446324,0.0421955074158514,0.0338321405335068,0.0369729565728945,0.0819778789850358,0.0522348344743708,0.333827893175074,0.0878620281472223
"103",5604,1586,160,602,52,77,39,72,29,1586,160,1388,145,70,64,36,43,55,55,148,46,602,52,1586,160,602,52,149,48.6004115208915,0.87515762925599,0.0237424412720562,0.0441361916771753,0.0401066873855078,0.0226986128625473,0.0270153566199558,0.0346784363177806,0.034501518187777,0.245847176079734,0.0734017798477088
"104",6000,2343,410,643,54,61,58,108,69,2343,410,407,140,1592,381,73,73,192,141,606,56,643,54,2343,410,643,54,169,90.1387818865997,0.173708920187793,0.0514428376617397,0.679470763977806,0.110929853568572,0.0311566367904396,0.0306759001616784,0.0819462227912932,0.0584458347654206,0.942457231726283,0.0363378408997252
"105",6300,1572,188,739,58,33,25,17,17,1572,188,519,127,717,193,13,12,292,107,545,72,739,58,1572,188,739,58,50,30.2324329156619,0.330152671755725,0.0704829903371027,0.456106870229008,0.109990689358572,0.00826972010178117,0.00756924978262354,0.185750636132316,0.064339101058499,0.737483085250338,0.0783721760610627
"106",6400,2439,316,1068,114,62,47,30,33,2439,316,1193,201,786,282,5,8,416,179,750,122,1068,114,2439,316,1068,114,92,57.4282160614449,0.489134891348913,0.0526821896514595,0.322263222632226,0.107819070952842,0.002050020500205,0.00326926139240366,0.170561705617056,0.0699847810339837,0.702247191011236,0.086198321236876
"107",6500,2782,315,1215,107,109,60,9,15,2782,315,1289,212,879,227,28,32,524,227,788,109,1215,107,2782,315,1215,107,118,61.8465843842649,0.46333572969087,0.0552698702363772,0.315959741193386,0.0733349830808013,0.0100647016534867,0.0114459241165867,0.188353702372394,0.0787595494442223,0.648559670781893,0.0691809140323547
"108",6900,874,129,302,47,72,42,33,24,874,129,0,12,841,131,0,12,15,17,294,45,302,47,874,129,302,47,105,48.3735464897913,0,0.0137299771167048,0.962242562929062,0.0479037506060607,0,0.0137299771167048,0.017162471395881,0.0192851468793808,0.973509933774834,0.212502228215373
"109",7000,1907,375,222,40,21,29,23,42,1907,375,246,145,1436,380,51,37,94,67,166,37,222,40,1907,375,222,40,44,51.0392006206994,0.128998426848453,0.0716794867683156,0.75301520713162,0.133343233198848,0.02674357629785,0.0186758875007046,0.0492920818038804,0.0337701656759207,0.747747747747748,0.0981110954695653
"110",7101,2533,682,1149,90,50,46,5,8,2533,682,228,76,1911,640,28,23,303,142,1039,96,1149,90,2533,682,1149,90,55,46.690470119715,0.09001184366364,0.017688581831209,0.754441373864982,0.150258443858089,0.0110540860639558,0.00857850861934945,0.119621002763522,0.0458846739236934,0.904264577893821,0.0443153336298851
"111",7200,2672,338,950,80,168,76,130,65,2672,338,210,119,2188,355,40,38,177,119,795,78,950,80,2672,338,950,80,298,100.004999875006,0.0785928143712575,0.0434120995693815,0.818862275449102,0.0831986842165082,0.0149700598802395,0.0140949176196417,0.0662425149700599,0.0437405214153685,0.836842105263158,0.0421322263863709
"112",7501,2726,290,937,87,88,52,49,35,2726,290,137,63,2481,287,0,12,92,104,432,81,937,87,2726,290,937,87,137,62.6817357768593,0.0502567865003668,0.022483853744713,0.910124724871607,0.0413514272138838,0,0.00440205429200293,0.0337490829053558,0.0379818221591485,0.461045891141942,0.0751026869625072
"113",7502,3422,551,1157,116,243,158,69,60,3422,551,237,191,2906,493,23,28,85,81,709,142,1157,116,3422,551,1157,116,312,169.008875506584,0.0692577440093513,0.0546899384866515,0.849210987726476,0.0453698549220723,0.00672121566335476,0.0081104637597072,0.0248392752776154,0.0233300230645447,0.612791702679343,0.106246469843825
"114",7604,1852,142,672,48,96,47,68,35,1852,142,1768,143,42,43,19,26,23,19,45,30,672,48,1852,142,672,48,164,58.6003412959344,0.954643628509719,0.0245822731856249,0.0226781857451404,0.0231529400700731,0.0102591792656587,0.0140168223061357,0.0124190064794816,0.0102148934967965,0.0669642857142857,0.0443858766169485
"115",7605,1647,293,673,52,73,42,16,18,1647,293,146,70,1376,272,0,12,87,88,434,69,673,52,1647,293,673,52,89,45.6946386351835,0.0886460230722526,0.0394675095504068,0.835458409228901,0.0720000684620798,0,0.00728597449908925,0.0528233151183971,0.0525976073502627,0.644873699851412,0.0896039724597403
"116",7606,4090,320,1868,115,175,91,88,56,4090,320,3030,301,532,277,101,87,322,153,881,125,1868,115,4090,320,1868,115,263,106.850362657316,0.740831295843521,0.0453482321792455,0.130073349633252,0.0669571794853051,0.0246943765281174,0.0211834666834975,0.0787286063569682,0.0368976968310028,0.471627408993576,0.0602892383245264
"117",7700,2306,305,1490,157,87,10,0,12,2306,305,1676,260,221,102,96,52,289,115,1012,142,1490,157,2306,305,1490,157,87,15.6204993518133,0.726799653078925,0.0589202524131079,0.095836947094536,0.0423772813249303,0.0416305290546401,0.0218672889642171,0.125325238508239,0.04703450271855,0.679194630872483,0.0629345736182449
"118",7800,1173,153,586,58,25,27,10,14,1173,153,884,124,179,83,2,4,83,53,409,62,586,58,1173,153,586,58,35,30.4138126514911,0.753623188405797,0.038889142069325,0.152600170502984,0.0679015102554762,0.00170502983802217,0.00340279993106594,0.0707587382779199,0.04423062200446,0.697952218430034,0.08013703706445
"119",8200,1494,224,931,90,23,35,65,42,1494,224,955,151,259,118,10,12,230,186,669,107,931,90,1494,224,931,90,88,54.6717477313466,0.639223560910308,0.0320918686662322,0.173360107095047,0.0745831424646739,0.00669344042838019,0.00796918688761701,0.153949129852744,0.122339561385834,0.718582169709989,0.0915613945797889
"120",8300,1119,123,563,66,16,17,36,18,1119,123,841,139,163,83,11,12,67,47,326,66,563,66,1119,123,563,66,52,24.7588368062799,0.751563896336014,0.0927655704953386,0.145665773011618,0.0724245809844995,0.00983020554066131,0.0106692847275664,0.0598748882931189,0.041482948559691,0.579040852575488,0.0955767369452953
"121",8400,1002,131,569,57,0,12,0,12,1002,131,435,93,424,129,32,26,66,55,471,59,569,57,1002,131,569,57,0,16.9705627484771,0.434131736526946,0.0734374988331371,0.42315369261477,0.116249978059208,0.031936127744511,0.0256099806564011,0.0658682634730539,0.0542104965459235,0.827768014059754,0.0622547497960864
"122",8500,1347,321,615,84,17,27,21,31,1347,321,66,54,1014,204,172,197,88,104,447,90,615,84,1347,321,615,84,38,41.1096095821889,0.0489977728285078,0.0383509262838335,0.752783964365256,0.234773473736696,0.127691165553081,0.143050217279853,0.0653303637713437,0.0756226495410643,0.726829268292683,0.10751952792116
"123",8600,992,136,506,63,18,23,31,26,992,136,56,49,811,119,33,47,86,50,402,69,506,63,992,136,506,63,49,34.7131099154196,0.0564516129032258,0.0487850865297444,0.817540322580645,0.0427541562382542,0.0332661290322581,0.0471590172178133,0.0866935483870968,0.0489818568453403,0.794466403162055,0.093865383875304
"124",8800,1870,209,852,60,16,19,16,19,1870,209,1299,203,366,123,27,39,38,42,403,73,852,60,1870,209,852,60,32,26.8700576850888,0.694652406417112,0.0758738249428977,0.19572192513369,0.0620314143171486,0.0144385026737968,0.0207930901935354,0.0203208556149733,0.0223447679153908,0.473004694835681,0.0789406256543522
"125",9000,2074,237,995,102,47,50,17,22,2074,237,1966,236,34,33,11,16,52,37,359,107,995,102,2074,237,995,102,64,54.6260011349907,0.947926711668274,0.0348508681385087,0.0163934426229508,0.015800620878914,0.00530376084860174,0.00769071732297813,0.0250723240115718,0.0176083577059543,0.360804020100502,0.100976830767113
"126",9100,1758,361,853,127,32,45,21,19,1758,361,926,198,702,283,74,61,47,38,545,120,853,127,1758,361,853,127,53,48.8466989672793,0.526734926052332,0.0313964316550896,0.399317406143345,0.138528934531253,0.0420932878270762,0.0336046618608707,0.0267349260523322,0.0209066791457906,0.638921453692849,0.103642517397569
"127",9200,1454,278,656,68,72,55,18,18,1454,278,59,40,1286,285,0,12,77,70,549,79,656,68,1454,278,656,68,90,57.8705451849211,0.0405777166437414,0.026393671451176,0.884456671251719,0.099114814795591,0,0.00825309491059147,0.0529573590096286,0.0470662562436414,0.836890243902439,0.0835279401753196
"128",9400,1574,303,625,77,62,60,87,66,1574,303,56,52,1390,276,0,12,128,172,534,73,625,77,1574,303,625,77,149,89.196412483911,0.0355781448538755,0.0323191253919558,0.883100381194409,0.0429831156432378,0,0.00762388818297332,0.0813214739517154,0.108148589842781,0.8544,0.0506175316868928
"129",9600,1440,176,639,62,33,16,63,36,1440,176,829,127,422,82,0,12,152,126,282,59,639,62,1440,176,639,62,96,39.3954312071844,0.575694444444444,0.0531728963643076,0.293055555555556,0.0442690377604614,0,0.00833333333333333,0.105555555555556,0.0865436776814112,0.44131455399061,0.0818026104047248
"130",9700,1316,156,609,78,61,58,6,9,1316,156,949,223,290,184,16,24,46,36,296,64,609,78,1316,156,609,78,67,58.6941223633168,0.72112462006079,0.146311182535336,0.220364741641337,0.137355730648718,0.0121580547112462,0.018180044639636,0.0349544072948328,0.0270399937386359,0.486042692939245,0.0846681189829039
"131",9900,2870,439,1254,133,18,19,18,19,2870,439,2049,264,483,284,65,60,167,82,708,137,1254,133,2870,439,1254,133,36,26.8700576850888,0.713937282229965,0.142783670829167,0.168292682926829,0.0955477150127314,0.0226480836236934,0.0206168943918708,0.0581881533101045,0.0271497073884561,0.564593301435407,0.0913778012355246
"132",10000,1522,197,765,73,29,26,13,12,1522,197,469,108,923,158,32,29,67,37,533,85,765,73,1522,197,765,73,42,28.6356421265527,0.308147174770039,0.0586890340041776,0.606438896189225,0.0679360560088472,0.0210249671484888,0.0188585359404697,0.0440210249671485,0.0236329483771797,0.696732026143791,0.0890244461737385
"133",10100,1662,314,850,112,20,19,0,12,1662,314,1219,210,360,235,0,12,62,39,499,93,850,112,1662,314,850,112,20,22.4722050542442,0.733453670276775,0.187528959917566,0.216606498194946,0.135344340904722,0,0.0072202166064982,0.0373044524669073,0.0223822802211002,0.587058823529412,0.0773779663989146
"134",10200,1909,283,752,77,12,12,43,36,1909,283,394,120,1316,292,58,82,70,46,425,87,752,77,1909,283,752,77,55,37.9473319220206,0.206390780513358,0.0549113376374705,0.689366160293347,0.113810375514732,0.0303823991618649,0.042717634999874,0.036668412781561,0.0234752343872563,0.565159574468085,0.100178492945975
"135",10300,3400,420,1153,90,113,56,123,85,3400,420,629,148,2557,506,4,7,193,86,728,106,1153,90,3400,420,1153,90,236,101.788997440784,0.185,0.0370479792723718,0.752058823529412,0.11626596983653,0.00117647058823529,0.00205368787513661,0.0567647058823529,0.0243027301079641,0.631396357328708,0.0776070809753332
"136",10600,1470,222,676,58,30,21,43,39,1470,222,840,176,520,164,20,24,67,41,374,69,676,58,1470,222,676,58,73,44.2944691807002,0.571428571428571,0.0829911489267756,0.353741496598639,0.0979425130855749,0.0136054421768707,0.016196722263522,0.045578231292517,0.0270284585824076,0.553254437869823,0.0903616320049674
"137",10700,1965,209,885,64,54,36,78,45,1965,209,1427,193,235,105,37,33,126,58,478,84,885,64,1965,209,885,64,132,57.6281181368956,0.726208651399491,0.0606699399656146,0.119592875318066,0.0518990522622698,0.0188295165394402,0.0166740489928125,0.0641221374045802,0.0287178015655331,0.540112994350282,0.0865060606967707
"138",10800,1402,144,672,48,62,39,67,44,1402,144,1221,144,68,52,28,37,66,41,225,52,672,48,1402,144,672,48,129,58.7962583843564,0.870898716119829,0.0504783205937966,0.0485021398002853,0.0367537956127305,0.0199714693295292,0.0263110297825241,0.0470756062767475,0.0288414483171051,0.334821428571429,0.0735924284204487
"139",10900,2888,367,1334,118,21,23,65,63,2888,367,1717,260,900,256,54,58,157,78,601,129,1334,118,2888,367,1334,118,86,67.0671305484289,0.594529085872576,0.0489590332092492,0.311634349030471,0.0793046263149055,0.0186980609418283,0.01994204441641,0.0543628808864266,0.0261098483467925,0.450524737631184,0.0881082619458754
"140",11100,1844,221,802,96,41,41,88,57,1844,221,627,154,931,162,10,12,176,155,438,93,802,96,1844,221,802,96,129,70.2139587261678,0.34002169197397,0.0728969346046964,0.504880694143167,0.0636923799802289,0.00542299349240781,0.00647505518250075,0.0954446854663774,0.08327442883647,0.546134663341646,0.0957765691418038
"141",11200,1534,136,596,49,39,19,27,18,1534,136,955,115,369,113,23,25,128,73,287,49,596,49,1534,136,596,49,66,26.1725046566048,0.622555410691004,0.0507320271223676,0.240547588005215,0.0705090101532833,0.014993481095176,0.0162429605970418,0.0834419817470665,0.0470094874602832,0.481543624161074,0.0720548389877048
"142",11400,2025,138,1030,52,58,37,102,64,2025,138,1827,142,66,64,21,22,65,47,491,97,1030,52,2025,138,1030,52,160,73.9256383131049,0.902222222222222,0.0337182710093672,0.0325925925925926,0.0315267938053973,0.0103703703703704,0.010841186865823,0.0320987654320988,0.0231065648232013,0.476699029126214,0.0910477637586964
"143",11500,1243,173,614,52,7,11,17,17,1243,173,1013,124,82,88,45,41,97,70,206,61,614,52,1243,173,614,52,24,20.2484567313166,0.814963797264682,0.151053915433482,0.0659694288012872,0.0701985559345684,0.0362027353177796,0.0325975940344797,0.0780370072405471,0.0552580853793247,0.335504885993485,0.0951985844291719
"144",11600,1558,141,637,53,33,25,41,23,1558,141,1346,143,56,60,76,50,57,43,199,54,637,53,1558,141,637,53,74,33.9705755029261,0.86392811296534,0.0480760506894007,0.0359435173299101,0.0383732832355321,0.0487804878048781,0.0317873331298233,0.0365853658536585,0.0274001631609284,0.312401883830455,0.080689146914365
"145",11700,3032,321,1114,96,132,112,163,140,3032,321,2542,313,12,24,35,29,443,358,286,79,1114,96,3032,321,1114,96,295,179.28747864812,0.838390501319261,0.0527102455769085,0.00395778364116095,0.00790446919114075,0.0115435356200528,0.0094862441460009,0.146108179419525,0.117056242629448,0.25673249551167,0.067376156064511
"146",11900,1784,221,570,62,55,45,38,33,1784,221,1283,227,131,130,115,89,107,74,282,49,570,62,1784,221,570,62,93,55.8032257132148,0.719170403587444,0.0908489260102785,0.0734304932735426,0.0722999600660506,0.0644618834080718,0.0492446351878119,0.0599775784753363,0.0408089603560294,0.494736842105263,0.0670378654078368
"147",12000,1473,136,621,49,10,10,13,13,1473,136,1188,123,47,29,46,32,132,73,176,45,621,49,1473,136,621,49,23,16.4012194668567,0.806517311608961,0.0377860249717057,0.031907671418873,0.0194660512824461,0.0312287847929396,0.0215321821247251,0.0896130346232179,0.0488631823971424,0.28341384863124,0.0689268040880447
"148",12101,3264,255,771,52,24,15,21,19,3264,255,2406,236,138,86,266,116,263,108,406,51,771,52,3264,255,771,52,45,24.2074368738204,0.737132352941177,0.0437198554969834,0.0422794117647059,0.026140176727399,0.0814950980392157,0.034964262492113,0.0805759803921569,0.0324839084650392,0.526588845654994,0.0558047759480418
"149",12102,4162,334,401,48,6,10,6,12,4162,334,2711,326,574,135,236,108,467,142,210,46,401,48,4162,334,401,48,12,15.6204993518133,0.651369533877943,0.0583338381391589,0.137914464199904,0.0304897232583036,0.0567035079288803,0.0255469621588148,0.112205670350793,0.0329085330707303,0.523690773067332,0.0960706267137388
"150",12200,2327,241,862,55,48,25,115,43,2327,241,1857,198,212,132,37,32,159,80,256,56,862,55,2327,241,862,55,163,49.7393204617835,0.798023205844435,0.0202279930797544,0.091104426299957,0.0559351769704191,0.0159003008165019,0.0136526574201545,0.0683283197249678,0.0336428313633752,0.296983758700696,0.0621402383855641
"151",12300,2048,337,787,77,105,66,13,12,2048,337,955,189,810,250,45,29,182,146,417,89,787,77,2048,337,787,77,118,67.0820393249937,0.46630859375,0.0512721723457176,0.3955078125,0.103274435721588,0.02197265625,0.0136907754818817,0.0888671875,0.0697731572575848,0.529860228716646,0.100505144472661
"152",12400,1669,237,741,62,9,13,60,44,1669,237,800,142,700,219,20,27,99,58,359,83,741,62,1669,237,741,62,69,45.8802789878178,0.479328939484721,0.0510477661920389,0.419412822049131,0.116921622073016,0.011983223487118,0.0160876087870503,0.0593169562612343,0.0337150995549026,0.484480431848853,0.104418314242621
"153",12500,1777,186,825,69,54,32,24,26,1777,186,1077,161,376,152,120,45,126,86,452,65,825,69,1777,186,825,69,78,41.2310562561766,0.606077658975802,0.06468607098883,0.211592571750141,0.082620434213333,0.0675295441755768,0.0243171089669552,0.0709060213843557,0.0478237036719328,0.547878787878788,0.0640922782595892
"154",12600,1685,158,761,62,37,24,50,28,1685,158,1233,163,237,140,72,47,49,35,426,66,761,62,1685,158,761,62,87,36.8781778291715,0.731750741839763,0.0681893630221765,0.140652818991098,0.0820326005550436,0.0427299703264095,0.027603901046066,0.029080118694362,0.020591753842236,0.559789750328515,0.0737681585396193
"155",12700,2238,314,1009,94,10,15,121,89,2238,314,1079,203,736,262,155,132,238,112,648,113,1009,94,2238,314,1009,94,131,90.2551937563706,0.482126899016979,0.0604303790664585,0.328865058087578,0.10759234096544,0.0692582663092046,0.0581752686421691,0.106344950848972,0.0477686697589549,0.642220019821606,0.0946708509602434
"156",12800,2176,175,888,59,34,26,77,30,2176,175,1381,177,460,125,123,96,159,85,454,68,888,59,2176,175,888,59,111,39.6988664825584,0.634650735294118,0.0633355008316457,0.211397058823529,0.0548714160142448,0.0565257352941176,0.0438828104359935,0.0730698529411765,0.0386179474935908,0.511261261261261,0.0686300482651038
"157",12900,1452,209,699,58,41,32,41,39,1452,209,847,121,443,176,20,25,77,110,325,55,699,58,1452,209,699,58,82,50.4479930225178,0.583333333333333,0.11829837826605,0.305096418732782,0.112977061978165,0.0137741046831956,0.0171030981288487,0.053030303030303,0.0753720459497343,0.464949928469242,0.0685767097632494
"158",13000,1802,341,697,82,53,45,139,86,1802,341,739,147,774,327,37,25,206,157,313,81,697,82,1802,341,697,82,192,97.0618359603815,0.410099889012209,0.0251420928174271,0.429522752497225,0.162243825465477,0.0205327413984462,0.0133182654637944,0.114317425083241,0.0843970475849557,0.449067431850789,0.10350915034007
"159",13100,1380,231,596,66,50,33,68,42,1380,231,132,69,1014,206,0,12,220,157,317,65,596,66,1380,231,596,66,118,53.4134814442946,0.0956521739130435,0.0473670446871579,0.734782608695652,0.0845876104275211,0,0.00869565217391304,0.159420289855072,0.110594143357529,0.531879194630873,0.091787990432641
"160",13200,2354,329,999,109,32,25,56,53,2354,329,933,182,1111,337,29,42,96,63,558,111,999,109,2354,329,999,109,88,58.6003412959344,0.396346644010195,0.0539362527021933,0.47196261682243,0.1270586516586,0.0123194562446899,0.0177586981927926,0.0407816482582838,0.0261489758498944,0.558558558558559,0.092906022400794
"161",13301,3699,286,1445,86,91,41,161,64,3699,286,3279,334,136,123,169,165,57,47,237,84,1445,86,3699,286,1445,86,252,76.0065786626395,0.886455798864558,0.0587835991846157,0.0367666937010003,0.0331304947660655,0.0456880237902136,0.044466555952964,0.0154095701540957,0.0126501534624134,0.16401384083045,0.0573060677058039
"162",13302,2143,173,797,55,43,43,29,27,2143,173,1238,158,564,101,140,81,78,50,149,52,797,55,2143,173,797,55,72,50.7740090991444,0.57769482034531,0.0571047458768567,0.263182454503033,0.0420696416872543,0.0653289780681288,0.0374277404348461,0.0363975734951003,0.0231460200278779,0.186951066499373,0.0639564225418079
"163",13400,2970,350,1887,189,11,17,39,30,2970,350,1617,275,966,244,175,105,173,86,1496,184,1887,189,2970,350,1887,189,50,34.4818792991333,0.544444444444444,0.0667597726260961,0.325252525252525,0.0726655355596081,0.0589225589225589,0.0346649245455001,0.0582491582491583,0.0281308282393573,0.792792792792793,0.0565937607172362
"164",13500,2008,357,1327,197,10,18,0,12,2008,357,1788,353,82,68,0,12,93,77,757,176,1327,197,2008,357,1327,197,10,21.6333076527839,0.890438247011952,0.0764360343259131,0.0408366533864542,0.0330771101635613,0,0.00597609561752988,0.0463147410358566,0.0374521026282618,0.570459683496609,0.102072087049202
"165",13600,938,221,423,60,22,24,5,8,938,221,460,107,409,203,0,12,49,32,204,58,423,60,938,221,423,60,27,25.298221281347,0.490405117270789,0.162366152266014,0.436034115138593,0.190480040586054,0,0.0127931769722814,0.0522388059701493,0.031817592196197,0.482269503546099,0.118832793212547
"166",13700,2713,378,951,87,130,89,51,41,2713,378,40,46,2605,386,0,12,56,48,625,92,951,87,2713,378,951,87,181,97.9897953870708,0.0147438260228529,0.0168304980561802,0.960191669738297,0.0484272381392393,0,0.00442314780685588,0.0206413564319941,0.0174572832231212,0.65720294426919,0.0757888212770081
"167",13800,2707,305,1027,70,145,92,127,77,2707,305,61,29,2443,327,6,9,124,148,840,77,1027,70,2707,305,1027,70,272,119.970829787911,0.0225341706686369,0.0104077572457342,0.902475064647211,0.0652133560711793,0.00221647580347248,0.0033153212574049,0.0458071666050979,0.0544289194659121,0.817916260954236,0.0501338945114722
"168",13900,1739,242,908,81,44,47,21,20,1739,242,843,134,563,167,87,51,243,158,597,95,908,81,1739,242,908,81,65,51.0783711564885,0.484761357101783,0.0372396987316483,0.32374928119609,0.0848080352948975,0.0500287521564117,0.0284888551613686,0.139735480161012,0.0887514922396328,0.657488986784141,0.0866393229175648
"169",14000,2007,300,935,94,174,112,107,62,2007,300,38,24,1733,218,0,12,218,237,862,98,935,94,2007,300,935,94,281,128.015624046442,0.0189337319382162,0.0116184118677194,0.863477827603388,0.168692958567241,0,0.00597907324364723,0.108619830592925,0.116965188841639,0.92192513368984,0.0489400074533627
"170",14100,2012,455,1008,124,18,27,14,22,2012,455,687,251,1203,399,68,55,44,39,917,129,1008,124,2012,455,1008,124,32,34.828149534536,0.341451292246521,0.0979820894370673,0.597912524850895,0.145065968172825,0.0337972166998012,0.0262457700165752,0.0218687872763419,0.0187421985261082,0.909722222222222,0.0620805609137184
