"","parish","tract","medhhinc","medhhincMOE","hhunder18","hhunder18MOE","totinta","totaintMOE","NoSubscript","NoSubscriptMOE","NoAccess","NoAccessMOE","Median_household_income","Median_household_incomeMOE","Households_with_people_under18","Households_with_people_under18MOE","No_home_internet_access_percent","No_home_internet_access_MOEagg","No_home_internet_access_MOEprop"
"213","067","950800",27333,4223,515,515,1310,126,46,41,560,143,27333,4223,515,515,0.462595419847328,148.761554173113,0.104478757782005
"214","067","950600",23136,4395,248,248,1110,125,23,20,570,128,23136,4395,248,248,0.534234234234234,129.553077925613,0.100014315422629
"215","067","950400",20772,4362,493,493,1334,144,22,21,831,149,20772,4362,493,493,0.639430284857571,150.472588865879,0.089213740726108
"216","067","950700",49261,4773,212,212,1036,117,35,34,463,99,49261,4773,212,212,0.480694980694981,104.675689632311,0.0852153966670052
"217","067","950500",19494,4010,505,505,1660,144,101,59,809,163,19494,4010,505,505,0.548192771084337,173.349358233597,0.092971373611788
"218","067","950100",33203,6167,145,145,607,71,21,25,317,73,33203,6167,145,145,0.556836902800659,77.1621668954417,0.109166800591879
"219","051","020101",46487,6169,242,242,1391,95,44,53,467,117,46487,6169,242,242,0.367361610352265,128.444540561287,0.0888658801920057
"220","051","021200",32151,10340,262,262,1070,70,34,45,581,99,32151,10340,262,262,0.574766355140187,108.747413762351,0.0944214530540242
"221","051","020203",83241,14022,960,960,2872,122,10,17,229,123,83241,14022,960,960,0.0832172701949861,124.169239346949,0.0430896557358561
"222","051","020400",88580,14648,308,308,1198,56,53,33,146,69,88580,14648,308,308,0.166110183639399,76.4852927038918,0.0633702158467355
"223","051","022101",88750,16973,128,128,607,44,11,8,106,45,88750,16973,128,128,0.192751235584843,45.7055795281058,0.0739898213693974
"224","051","022301",65375,9664,226,226,1289,68,20,21,274,90,65375,9664,226,226,0.228083785880528,92.4175308044962,0.0706802184108831
"225","051","023600",50198,4218,614,614,1964,127,63,48,489,159,50198,4218,614,614,0.281059063136456,166.087326427997,0.0825897953493139
"226","051","026900",20600,3465,412,412,1162,97,18,19,547,128,20600,3465,412,412,0.486230636833046,129.402472928457,0.103701487755417
"227","051","025400",44873,6255,446,446,1641,150,39,44,532,147,44873,6255,446,446,0.347958561852529,153.443800787129,0.0879306366882027
"228","051","025600",53295,12608,195,195,689,65,35,26,166,50,53295,12608,195,195,0.291727140783745,56.3560112144215,0.0770247778868705
"229","105","954300",26997,9790,524,524,1399,160,126,92,366,152,26997,9790,524,524,0.351679771265189,177.673858516102,0.12046348378943
"230","105","954700",51716,17115,657,657,1831,134,57,51,296,90,51716,17115,657,657,0.192790824685964,103.4456378974,0.0547066569664428
"231","105","953900",41804,10221,982,982,3577,309,54,48,884,254,41804,10221,982,982,0.262230919765166,258.495647932417,0.0686238184405528
"232","001","960300",40667,10922,517,517,1318,101,7,10,383,103,40667,10922,517,517,0.295902883156297,103.484298325881,0.0751705598508079
"233","001","960500",66008,6866,1129,1129,2357,160,66,64,557,167,66008,6866,1129,1129,0.264319049639372,178.843507011018,0.0737256289209711
"234","001","960600",38644,6047,636,636,2147,283,27,45,451,169,38644,6047,636,636,0.222636236609222,174.888535930746,0.0759873472490945
"235","001","960100",36791,9598,753,753,2531,267,61,58,1084,283,36791,9598,753,753,0.452390359541683,288.88232898535,0.103681547090845
"236","001","960200",67829,13796,706,706,2229,187,29,35,513,186,67829,13796,706,706,0.243158366980709,189.264365372883,0.0824230808694638
"237","001","961200",53542,20359,440,440,1191,109,39,48,415,115,53542,20359,440,440,0.381192275398824,124.615408357073,0.0986435527002935
"238","001","961100",44583,6160,523,523,1225,96,23,18,425,76,44583,6160,523,523,0.365714285714286,78.1024967590665,0.0569523834941896
"239","001","960700",35521,5416,794,794,1704,183,14,23,678,145,35521,5416,794,794,0.406103286384977,146.81280598095,0.074303743029785
"240","001","960900",25290,6925,618,618,1765,167,55,47,633,135,25290,6925,618,618,0.389801699716714,142.947542826031,0.0721048503388638
"241","001","960800",32442,8556,764,764,1973,177,136,128,591,193,32442,8556,764,764,0.368474404460213,231.587996234693,0.112627805883255
"242","001","961000",25723,4139,583,583,1889,211,19,22,669,181,25723,4139,583,583,0.364213869772366,182.332114560217,0.0875308279525962
"243","001","960400",47336,11591,1037,1037,2346,189,22,29,670,160,47336,11591,1037,1037,0.294970161977835,162.606887922991,0.0651114496367634
"244","101","040700",36602,8722,276,276,1489,153,52,51,522,128,36602,8722,276,276,0.385493619879114,137.786066058945,0.0836294734817611
"245","101","040500",43906,7967,612,612,1760,137,57,54,517,118,43906,7967,612,612,0.326136363636364,129.769025580067,0.069224127398865
"246","101","040800",56289,4829,690,690,1690,131,104,78,176,69,56289,4829,690,690,0.165680473372781,104.139329746259,0.0602677470154735
"247","101","041100",31725,3598,147,147,668,104,12,13,239,88,31725,3598,147,147,0.375748502994012,88.9550448260243,0.119628689499828
"248","101","041200",38519,5408,188,188,832,97,24,19,304,75,38519,5408,188,188,0.394230769230769,77.3692445355388,0.0808392498597713
"249","101","041500",46319,5357,137,137,612,74,29,27,114,50,46319,5357,137,137,0.233660130718954,56.8242905807015,0.0884472538499658
"250","101","040200",50617,4768,439,439,1900,145,63,62,463,125,50617,4768,439,439,0.276842105263158,139.531358482601,0.070332828429256
"251","101","041000",40030,7534,409,409,1517,163,36,20,486,118,40030,7534,409,409,0.344100197758734,119.682914403017,0.0696944820365464
"252","101","040900",50470,4476,289,289,1093,113,35,26,334,125,50470,4476,289,289,0.337602927721866,127.675369590223,0.111475481355955
"253","101","041300",47813,6298,159,159,785,69,11,12,245,85,47813,6298,159,159,0.326114649681529,85.842879728024,0.105530187943096
"254","009","030700",36694,11005,677,677,2204,182,71,67,683,126,36694,11005,677,677,0.342105263157895,142.70599146497,0.0582607859738015
"255","009","030200",45551,12799,337,337,1041,94,56,42,327,90,45551,12799,337,337,0.367915465898175,99.3176721434811,0.0894349563696266
"256","009","030900",25139,5519,385,385,1017,127,55,37,354,91,25139,5519,385,385,0.402163225172075,98.2344135219425,0.0825102098100287
"257","009","030600",32337,10323,738,738,1884,294,103,97,585,197,32337,10323,738,738,0.365180467091295,219.585974051167,0.101671657826485
"258","009","030500",43607,9627,993,993,2770,210,142,81,883,192,43607,9627,993,993,0.370036101083032,208.386659841747,0.0698035999175839
"259","007","050400",56131,14929,437,437,1237,97,15,17,394,95,56131,14929,437,437,0.330638641875505,96.5090669315583,0.0735845743112375
"260","009","030400",25163,3378,749,749,2607,230,39,56,972,212,25163,3378,749,749,0.387802071346375,219.271521178652,0.0768356817144572
"261","009","030800",40354,5060,298,298,1019,117,25,27,288,105,40354,5060,298,298,0.307163886162905,108.415865997556,0.100378907346759
"262","007","050100",37258,3045,458,458,1319,161,32,32,477,157,37258,3045,458,458,0.385898407884761,160.227962603286,0.111972656580706
"263","007","050600",48158,7982,476,476,1548,145,75,55,413,121,48158,7982,476,476,0.315245478036176,132.91350570954,0.0806240411820613
"264","007","050200",74180,10337,530,530,2251,241,56,47,542,169,74180,10337,530,530,0.265659706796979,175.41379649275,0.0725510287410236
"265","007","050500",37692,15659,456,456,1054,110,24,20,332,105,37692,15659,456,456,0.337760910815939,106.88779163216,0.0950880120403348
"266","007","050300",42325,12754,432,432,1301,132,59,37,431,107,42325,12754,432,432,0.37663335895465,113.216606555752,0.0781837452378462
"267","049","970200",50000,8156,505,505,1436,116,3,4,363,83,50000,8156,505,505,0.254874651810585,83.0963296421689,0.0540799190946953
"268","049","970100",34256,2590,331,331,1106,113,9,8,406,98,34256,2590,331,331,0.375226039783002,98.3259884262548,0.0802116761748886
"269","049","970300",50455,12328,397,397,1338,127,18,22,378,94,50455,12328,397,397,0.295964125560538,96.5401470891774,0.0664591543131296
"270","049","970400",22158,5502,474,474,1409,143,23,30,494,126,22158,5502,474,474,0.366926898509581,129.522198869537,0.084044059857931
"271","049","970500",35078,9872,223,223,743,80,16,17,254,75,35078,9872,223,223,0.363391655450875,76.9025357189215,0.0958222210071634
"272","077","952000",32865,9102,337,337,997,84,53,35,526,84,32865,9102,337,337,0.58074222668004,91,0.0770509590286208
"273","077","952200",49409,10146,298,298,1532,163,49,41,404,142,49409,10146,298,298,0.295691906005222,147.800541270998,0.0912017347276491
"274","077","952400",55764,14562,571,571,1707,141,40,24,506,112,55764,14562,571,571,0.319859402460457,114.542568506211,0.061681284556605
"275","077","952300",39706,11960,134,134,688,141,15,14,203,59,39706,11960,134,134,0.316860465116279,60.6382717431821,0.0595918990764286
"276","077","952100",44913,11109,651,651,1897,190,51,44,505,123,44913,11109,651,651,0.293094359515024,130.633073913156,0.0622924380211265
"277","077","951900",37500,7867,517,517,1994,199,197,119,692,181,37500,7867,517,517,0.445837512537613,216.614865602525,0.0991032637623378
"278","083","970500",23304,4933,744,744,1785,200,40,42,935,174,23304,4933,744,744,0.546218487394958,178.997206682116,0.0794369600452262
"279","083","970600",32734,9596,514,514,1519,148,59,40,706,134,32734,9596,514,514,0.503620803159974,139.842768851307,0.0778955218086922
"280","083","970400",61106,13010,397,397,1088,93,14,22,436,119,61106,13010,397,397,0.413602941176471,121.016527796826,0.105460241784754
"281","083","970300",43636,13478,367,367,1142,105,104,61,446,112,43636,13478,367,367,0.481611208406305,127.534309109353,0.102522010895417
"282","083","970100",31940,10383,326,326,1093,135,63,47,500,125,31940,10383,326,326,0.515096065873742,133.544000239621,0.104310006118716
"283","083","970200",38063,10879,194,194,873,81,9,12,495,92,38063,10879,194,194,0.577319587628866,92.7793080379456,0.0917899116277508
"284","099","020800",42750,13502,332,332,1107,88,56,41,334,96,42750,13502,332,332,0.35230352303523,104.388696706109,0.0900439417388374
"285","099","020100",51250,6048,577,577,1998,190,169,126,443,153,51250,6048,577,577,0.306306306306306,198.204439909907,0.0948286263525115
"286","055","000604",36131,4846,814,814,3276,249,34,49,277,112,36131,4846,814,814,0.0949328449328449,122.249744376011,0.0366125209887966
"287","055","002200",38889,4318,300,300,1546,194,163,97,182,85,38889,4318,300,300,0.223156532988357,128.972865363223,0.0785833102306688
"288","055","001411",57375,22651,286,286,881,105,48,44,151,61,57375,22651,286,286,0.225879682179342,75.2130307858951,0.0810166535380496
"289","055","001801",44102,8084,356,356,1306,129,70,64,238,84,44102,8084,356,356,0.23583460949464,105.603030259553,0.0774318287610049
"290","053","000400",39786,8323,641,641,2336,208,33,28,850,156,39786,8323,641,641,0.377996575342466,158.492902049272,0.0589112935830875
"291","103","040104",67060,10205,831,831,2542,138,152,120,565,174,67060,10205,831,831,0.282061369000787,211.366979445702,0.0817277660362056
"292","103","040103",53077,11774,595,595,1760,96,8,14,252,95,53077,11774,595,595,0.147727272727273,96.0260381354974,0.0539619476841058
"293","103","040605",69596,5407,865,865,2571,152,64,81,246,119,69596,5407,865,865,0.120575651497472,143.951380681117,0.0555347764602868
"294","073","005203",33542,17440,413,413,1314,122,71,62,386,131,33542,17440,413,413,0.34779299847793,144.931018074117,0.105464822831834
"295","073","010800",17179,4360,211,211,816,103,29,26,383,96,17179,4360,211,211,0.504901960784314,99.4585340732508,0.103895915229111
"296","115","950701",81161,21675,14,14,21,19,0,12,0,12,81161,21675,14,14,0,16.9705627484771,0.808122035641769
"297","073","011100",17500,9763,416,416,1058,129,17,20,532,176,17500,9763,416,416,0.51890359168242,177.132718603876,0.155007229281501
"298","073","010900",23214,3773,604,604,1544,118,41,29,514,140,23214,3773,604,604,0.359455958549223,142.972025235708,0.0884296257225646
"299","073","011000",24571,6313,663,663,1515,96,39,35,580,119,24571,6313,663,663,0.408580858085809,124.040316026685,0.0776735220976369
"300","115","950704",47525,3264,917,917,1280,130,65,51,192,91,47525,3264,917,917,0.20078125,104.316825105062,0.0789051223428805
"301","075","990000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"302","047","953200",61858,12741,593,593,1983,219,136,95,565,156,61858,12741,593,593,0.35350479072113,182.649938406779,0.0834247727503852
"303","033","005100",27675,7349,194,194,1521,110,156,69,506,128,27675,7349,194,194,0.435239973701512,145.413204352287,0.090273295896152
"304","069","000400",21676,2941,455,455,1405,132,121,86,631,151,21676,2941,455,455,0.535231316725979,173.772840225393,0.112998154888267
"305","069","000500",42222,11224,315,315,1426,169,49,60,394,120,42222,11224,315,315,0.310659186535764,134.164078649987,0.0865813365064239
"306","069","000600",21030,2443,641,641,2777,222,217,154,900,248,21030,2443,641,641,0.402232625135038,291.924647811726,0.100083602704438
"307","069","000800",33520,5553,375,375,1740,157,166,74,690,139,33520,5553,375,375,0.491954022988506,157.470632182639,0.0788665736564002
"308","069","000900",41382,8975,490,490,1752,127,50,26,665,120,41382,8975,490,490,0.40810502283105,122.784363825367,0.0635326015544766
"309","069","000700",18415,4431,166,166,1500,165,211,94,627,103,18415,4431,166,166,0.558666666666667,139.445329789133,0.0697546417412092
"310","069","000200",28069,4525,332,332,1427,128,91,63,697,140,28069,4525,332,332,0.552207428170988,153.521985396229,0.0955029501594728
"311","101","990000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"312","099","020302",42313,10161,1009,1009,2817,214,72,46,692,162,42313,10161,1009,1009,0.271210507632233,168.404275480167,0.0561188863294361
"313","099","020301",59574,11186,507,507,1593,119,60,52,288,100,59574,11186,507,507,0.218455743879473,112.712022428843,0.0688469126287702
"314","103","041212",110909,22380,686,686,1214,33,48,42,90,57,110909,22380,686,686,0.113673805601318,70.8025423272357,0.0582397851444497
"315","099","020501",30227,8187,751,751,2034,251,191,153,492,183,30227,8187,751,751,0.335791543756146,238.533016582611,0.109708101635989
"316","099","020502",46250,16997,592,592,1373,134,10,22,270,107,46250,16997,592,592,0.203932993445011,109.238271681678,0.0770320421082836
"317","025","000300",42529,12674,371,371,1253,108,61,42,346,102,42529,12674,371,371,0.324820430965682,110.308657865101,0.0834651166566321
"318","103","990000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"319","103","041208",144615,20468,598,598,1406,56,0,12,37,23,144615,20468,598,598,0.0263157894736842,25.9422435421457,0.0184213032772324
"320","103","041209",81806,22238,683,683,1862,113,50,54,107,64,81806,22238,683,683,0.0843179377013964,83.7376856618333,0.0446798397419546
"321","103","041211",77058,19045,968,968,2087,134,13,21,272,126,77058,19045,968,968,0.136559655007187,127.738013136263,0.0605752351925237
"322","051","027901",52760,9936,298,298,897,69,3,4,225,68,52760,9936,298,298,0.254180602006689,68.1175454637056,0.0733790270709683
"323","051","027902",41977,3875,211,211,811,117,19,18,249,78,41977,3875,211,211,0.330456226880395,80.049984384758,0.0864288740345755
"324","051","990000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"325","057","020703",73472,23792,686,686,2168,139,47,48,340,144,73472,23792,686,686,0.178505535055351,151.789327688082,0.0690717828960595
"326","057","020704",58708,10977,875,875,2003,109,56,57,363,97,58708,10977,875,875,0.209186220668997,112.507777508935,0.0550040186561476
"327","051","028100",27554,6124,162,162,793,77,28,25,498,93,27554,6124,162,162,0.663303909205549,96.3016095400279,0.102953259858316
"328","051","028000",67227,5901,776,776,1805,88,10,15,159,68,67227,5901,776,776,0.0936288088642659,69.6347614342147,0.0383078090561076
"329","051","028200",37705,5580,438,438,1495,130,12,14,492,136,37705,5580,438,438,0.337123745819398,136.718689285701,0.0866247183957988
"330","051","990100",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"331","019","001904",70072,13320,906,906,2623,232,122,71,313,109,70072,13320,906,906,0.165840640487991,130.084587864973,0.0473749618776718
"332","019","001801",79604,10424,1492,1492,3983,239,288,161,609,202,79604,10424,1492,1492,0.225207130303791,258.31182706179,0.0634300493046227
"333","019","980000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"334","019","980100",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"335","019","001903",65909,9252,860,860,2614,174,21,34,287,143,65909,9252,860,860,0.117827084927314,146.986393928146,0.0556807766760063
"336","021","000100",30670,9327,280,280,997,143,0,12,366,110,30670,9327,280,280,0.367101303911735,110.652609548984,0.0977006164536936
"337","071","014500",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"338","021","000200",33110,8852,358,358,1208,127,9,13,561,111,33110,8852,358,358,0.471854304635762,111.758668567588,0.0780911968956616
"339","021","000300",31860,5537,463,463,1475,153,49,35,531,133,31860,5537,463,463,0.393220338983051,137.528178930719,0.083844558990631
"340","071","980000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"341","045","030301",51923,6175,461,461,1216,112,33,26,256,92,51923,6175,461,461,0.237664473684211,95.603347221737,0.0755123190994764
"342","071","001749",37750,4804,427,427,807,56,13,14,265,74,37750,4804,427,427,0.344485749690211,75.3126815350509,0.0902107378268129
"343","071","007101",21898,5020,138,138,1149,90,48,35,457,79,21898,5020,138,138,0.439512619669278,86.4060183089118,0.0668581359413466
"344","071","003400",29148,4594,102,102,736,78,11,16,352,65,29148,4594,102,102,0.49320652173913,66.9402718847182,0.0744318570419784
"345","071","007606",75147,9640,384,384,1868,115,38,31,144,66,75147,9640,384,384,0.0974304068522484,72.9177618965366,0.0385716176331602
"346","071","001745",23686,5560,418,418,1336,106,30,40,578,106,23686,5560,418,418,0.455089820359281,113.296072306148,0.0767314095387259
"347","071","013400",63083,17041,69,69,1887,189,271,91,338,122,63083,17041,69,69,0.322734499205087,152.200525623271,0.0738967329257041
"348","071","014000",11307,728,192,192,935,94,49,35,610,96,11307,728,192,192,0.704812834224599,102.181211580212,0.083200160718719
"349","071","013500",60594,10704,26,26,1327,197,116,52,193,102,60594,10704,26,26,0.232856066314996,114.490174250894,0.0790493778933613
"350","071","013600",33050,3964,51,51,423,60,5,7,139,55,33050,3964,51,51,0.340425531914894,55.4436651025164,0.121853742300089
"351","071","013700",16286,2752,276,276,951,87,44,36,442,96,16286,2752,276,276,0.511041009463722,102.52804494381,0.0971466451666402
"352","071","013800",22625,4911,372,372,1027,70,43,29,416,81,22625,4911,372,372,0.446932814021422,86.0348766489498,0.0780380303748149
"353","079","012301",61269,5492,717,717,2378,192,106,82,198,99,61269,5492,717,717,0.127838519764508,128.549601321824,0.0530633137074001
"354","079","980000",-666666666,-222222222,0,0,4,8,0,12,0,12,-666666666,-222222222,0,0,0,16.9705627484771,4.24264068711928
"355","079","013700",46181,8484,618,618,1500,159,21,26,330,121,46181,8484,618,618,0.234,123.761868117769,0.0786912774045228
"356","117","950102",34139,7289,605,605,1453,148,29,22,527,116,34139,7289,605,605,0.382656572608396,118.067777145164,0.0712998394446161
"357","117","950101",32279,16315,198,198,968,112,26,28,368,85,32279,16315,198,198,0.40702479338843,89.4930164873215,0.0795578353542623
"358","079","013900",17782,4145,358,358,1042,115,62,63,548,143,17782,4145,358,358,0.585412667946257,156.262599492009,0.13533264770546
"359","105","954501",44722,17640,870,870,2494,225,89,66,579,200,44722,17640,870,870,0.267842822774659,210.608641798004,0.080915121711317
"360","105","954002",43398,8855,794,794,2279,175,103,87,464,165,43398,8855,794,794,0.248793330408074,186.531498680518,0.0795871339520933
"361","105","954502",42303,4339,1007,1007,2743,206,137,101,498,173,42303,4339,1007,1007,0.231498359460445,200.324736365732,0.0709316982628242
"362","105","954001",34742,4313,377,377,1413,163,75,66,279,94,34742,4313,377,377,0.250530785562633,114.85643212289,0.0759742813045373
"363","069","000100",34214,4731,122,122,812,86,46,29,370,74,34214,4731,122,122,0.512315270935961,79.4795571200545,0.0814652569277325
"364","069","000300",42056,4750,374,374,1710,126,118,62,521,103,42056,4750,374,374,0.373684210526316,120.220630509077,0.064688188923709
"365","051","027501",51212,10100,783,783,2159,138,54,47,236,125,51212,10100,783,783,0.134321445113478,133.544000239621,0.0612558076712015
"366","051","027601",32615,3493,778,778,1719,97,80,55,487,126,32615,3493,778,778,0.329842931937173,137.480907765406,0.0777813565340968
"367","051","027602",26895,2281,368,368,1186,109,83,54,392,109,26895,2281,368,368,0.400505902192243,121.642920057026,0.0957331752092518
"368","051","027701",23878,6434,741,741,1980,88,47,47,814,149,23878,6434,741,741,0.434848484848485,156.236999459155,0.0765041699994111
"369","051","020506",61058,16864,627,627,1549,80,12,19,316,121,61058,16864,627,627,0.211749515816656,122.482651832821,0.0783121724716402
"370","051","027805",61596,18351,1103,1103,2850,164,126,108,602,226,61596,18351,1103,1103,0.255438596491228,250.479540082618,0.0866496653653044
"371","051","020201",56969,15293,299,299,1185,78,83,50,231,98,56969,15293,299,299,0.264978902953587,110.018180315801,0.0911893092862666
"372","051","020303",74150,15605,477,477,1453,75,17,19,210,99,74150,15605,477,477,0.156228492773572,100.806745806022,0.0689080986143708
"373","051","020502",41570,7653,858,858,2353,129,33,37,763,197,41570,7653,858,858,0.338291542711432,200.44450603596,0.0831433735156642
"374","051","022700",66573,11382,261,261,1369,78,7,11,231,84,66573,11382,261,261,0.173849525200877,84.717176534632,0.061084640107115
"375","051","023002",81859,9359,516,516,1794,54,0,17,214,77,81859,9359,516,516,0.119286510590858,78.8542960148653,0.0438075581263151
"376","051","024002",64301,12853,307,307,1275,112,81,63,170,67,64301,12853,307,307,0.196862745098039,91.9673855233473,0.070027656545779
"377","051","025102",71458,17185,520,520,1420,112,0,12,155,72,71458,17185,520,520,0.109154929577465,72.9931503635786,0.050677520186294
"378","051","027200",30291,5010,450,450,1852,197,23,30,682,170,30291,5010,450,450,0.380669546436285,172.626765016321,0.0839562768135409
"379","051","027703",34143,8758,545,545,1322,82,106,60,331,99,34143,8758,545,545,0.330559757942511,115.762688289448,0.0851320161186263
"380","051","020600",30188,13670,655,655,1440,109,43,34,763,146,30188,13670,655,655,0.559722222222222,149.906637611548,0.0950902496165053
"381","051","021801",54696,4933,279,279,981,62,31,19,215,64,54696,4933,279,279,0.250764525993884,66.7607669218981,0.0661826451456471
"382","051","022102",48662,10888,123,123,1403,117,24,25,435,124,48662,10888,123,123,0.327156094084106,126.495059192049,0.0859335122078572
"383","051","022400",72833,14137,321,321,1668,79,65,61,239,89,72833,14137,321,321,0.182254196642686,107.898100075951,0.0641085938084652
"384","051","022500",69946,14540,319,319,1221,103,31,36,236,78,69946,14540,319,319,0.218673218673219,85.9069263796581,0.0678965958788298
"385","051","024100",66308,10898,361,361,1463,107,57,49,287,95,66308,10898,361,361,0.235133287764867,106.892469332503,0.0710112233758316
"386","051","024800",99468,11585,419,419,1642,80,50,34,151,71,99468,11585,419,419,0.122411693057247,78.7210264160726,0.0475697492852837
"387","051","025003",53974,14245,417,417,1326,84,38,59,190,98,53974,14245,417,417,0.171945701357466,114.38968484964,0.0855762965199759
"388","071","002501",47333,12400,237,237,784,62,51,36,178,51,47333,12400,237,237,0.292091836734694,62.4259561400544,0.0762008092209503
"389","071","002700",29309,4656,94,94,549,72,41,31,164,62,29309,4656,94,94,0.373406193078324,69.3181073024935,0.116378812071067
"390","071","006400",45455,7831,127,127,1068,114,40,35,254,94,45455,7831,127,127,0.275280898876405,100.304536288246,0.0892031162193848
"391","071","007200",21556,4235,321,321,950,80,45,31,457,94,21556,4235,321,321,0.528421052631579,98.979795918157,0.0942086775665044
"392","071","007502",25733,6888,309,309,1157,116,28,36,577,126,25733,6888,309,309,0.522904062229905,131.041978007049,0.100396085760518
"393","071","000300",26116,7689,76,76,525,68,7,10,315,68,26116,7689,76,76,0.613333333333333,68.7313611097583,0.104059183501265
"394","071","000602",30965,2170,199,199,986,85,38,30,447,99,30965,2170,199,199,0.491886409736308,103.4456378974,0.0959632244432538
"395","071","000604",22794,4375,422,422,1500,127,71,60,581,141,22794,4375,422,422,0.434666666666667,153.235113469466,0.0952975820910219
"396","071","000701",24559,4838,50,50,308,40,21,18,172,44,24559,4838,50,50,0.626623376623377,47.5394572960189,0.131152316297949
"397","071","001730",60278,15818,113,113,354,36,0,12,69,37,60278,15818,113,113,0.194915254237288,38.8973006775534,0.108076689963451
"398","071","001735",25107,5384,197,197,929,76,76,35,232,66,25107,5384,197,197,0.331539289558665,74.706090782479,0.0757035515809041
"399","071","001737",24423,4507,378,378,1336,78,99,46,521,94,24423,4507,378,378,0.464071856287425,104.651803615609,0.0734972519901153
"400","071","002502",39688,9196,244,244,951,59,3,5,361,84,39688,9196,244,244,0.382754994742376,84.1486779456457,0.0852385717826609
"401","071","007605",16941,5187,141,141,673,52,8,13,396,81,16941,5187,141,141,0.600297176820208,82.0365772079747,0.11272754975275
"402","071","007700",73684,16352,96,96,1490,157,41,41,138,53,73684,16352,96,96,0.120134228187919,67.0074622710038,0.04315316151715
"403","071","009700",67250,21723,85,85,609,78,41,25,81,40,67250,21723,85,85,0.200328407224959,47.169905660283,0.0730814945859008
"404","071","010300",33250,7065,333,333,1153,90,28,30,440,98,33250,7065,333,333,0.405897658282741,102.489023802552,0.0830507491214813
"405","071","011900",65750,31691,128,128,570,62,14,18,0,12,65750,31691,128,128,0.0245614035087719,21.6333076527839,0.0378590255215588
"406","071","012300",50938,11659,165,165,787,77,23,17,192,72,50938,11659,165,165,0.273189326556544,73.9797269527267,0.0901220446998567
"407","071","012400",44464,12783,163,163,741,62,36,36,146,71,44464,12783,163,163,0.245614035087719,79.6052762070455,0.105445582943364
"408","071","001722",22038,4862,399,399,1626,149,32,37,637,129,22038,4862,399,399,0.411439114391144,134.201341274966,0.0734199048032972
"409","071","001900",27188,9124,54,54,632,89,17,17,379,94,27188,9124,54,54,0.626582278481013,95.524865872714,0.122717636765423
"410","071","004401",21250,8944,67,67,568,82,40,25,348,73,21250,8944,67,67,0.683098591549296,77.1621668954417,0.0934330560759067
"411","071","004500",35023,10519,286,286,1176,105,48,40,399,121,35023,10519,286,286,0.380102040816327,127.440182046323,0.102916223984401
"412","071","007000",25066,10441,42,42,222,40,3,4,86,28,25066,10441,42,42,0.400900900900901,28.2842712474619,0.104950658019274
"413","051","026500",30000,13514,99,99,926,62,34,20,420,65,30000,13514,99,99,0.490280777537797,68.0073525436772,0.0656974349464188
"414","051","027806",59509,10308,770,770,2317,130,91,56,429,198,59509,10308,770,770,0.224428139835995,205.766858361593,0.0879102071587564
"415","051","027809",51506,11997,855,855,2185,138,12,19,565,197,51506,11997,855,855,0.264073226544622,197.914122790669,0.0890298095285592
"416","051","020513",48974,7956,577,577,2208,165,219,127,489,218,48974,7956,577,577,0.320652173913043,252.295461711066,0.111723550444426
"417","051","021000",51625,12838,291,291,1009,44,24,24,355,73,51625,12838,291,291,0.375619425173439,76.8439978137525,0.0743762653963899
"418","051","023001",76563,12983,190,190,766,29,0,12,119,39,76563,12983,190,190,0.155352480417755,40.8044115262063,0.052943782954369
"419","051","023400",62583,8416,412,412,1195,75,52,43,147,69,62583,8416,412,412,0.16652719665272,81.3019064967114,0.0672274995860287
"420","051","023700",26616,6022,166,166,751,64,10,11,404,80,26616,6022,166,166,0.551264980026631,80.7527089328897,0.0967214744048745
"421","051","024600",37500,14025,99,99,578,76,21,26,238,75,37500,14025,99,99,0.448096885813149,79.3788384898645,0.124052571789956
"422","051","025104",52240,8231,620,620,1278,78,69,62,154,96,52240,8231,620,620,0.174491392801252,114.280357017293,0.0887848161190119
"423","051","025300",47432,6533,193,193,877,84,25,23,292,77,47432,6533,193,193,0.361459521094641,80.3616824114578,0.0848404300884709
"424","051","025500",29857,8857,391,391,1036,76,39,26,428,72,29857,8857,391,391,0.450772200772201,76.5506368360186,0.0660780548901706
"425","051","025800",29146,6044,234,234,812,89,37,32,359,90,29146,6044,234,234,0.487684729064039,95.5196314900764,0.104789119358831
