"","GEOID11","GEOID2","Geography","response2000","response2010"
"558","22051022102 ","22","Tract ",0.82,0.78
"559","22071001737 ","22","Tract ",0.64,0.32
"560","22051027400 ","22","Tract ",0.66,0.65
"561","22057021400 ","22","Tract ",0.71,0.61
"562","22019000900 ","22","Tract ",0.81,0.74
"563","22017021100 ","22","Tract ",0.59,0.6
"564","22117951000 ","22","Tract ",0.7,0.67
"565","22051020600 ","22","Tract ",0.56,0.58
"566","22063040700 ","22","Tract ",0.71,0.76
"567","22101040700 ","22","Tract ",999,0.57
"568","22049970400 ","22","Tract ",0.72,0.54
"569","22037951400 ","22","Tract ",0.51,0.58
"570","22115950600 ","22","Tract ",0.53,0.61
"571","22043020200 ","22","Tract ",0.52,0.55
"572","22055001003 ","22","Tract ",0.79,0.75
"573","22049970100 ","22","Tract ",0.47,0.54
"574","22105954200 ","22","Tract ",0.61,0.58
"575","22033000500 ","22","Tract ",0.54,0.58
"576","22047952501 ","22","Tract ",0.64,0.58
"577","22101041000 ","22","Tract ",0.66,0.68
"578","22103040501 ","22","Tract ",0.58,0.68
"579","22007050100 ","22","Tract ",0.61,0.57
"580","22017024201 ","22","Tract ",0.74,0.74
"581","22061960500 ","22","Tract ",0.84,0.77
"582","22015010702 ","22","Tract ",0.81,0.78
"583","22075050300 ","22","Tract ",0.7,0.61
"584","22019003300 ","22","Tract ",0.67,0.77
"585","22013970500 ","22","Tract ",0.55,0.56
"586","22051022303 ","22","Tract ",0.68,0.68
"587","22041950100 ","22","Tract ",0.77,0.78
"588","22017023903 ","22","Tract ",0.74,0.82
"589","22071004600 ","22","Tract ",0.73,0.6
"590","22051027601 ","22","Tract ",0.76,0.73
"591","22039950800 ","22","Tract ",0.64,0.7
"592","22019000800 ","22","Tract ",0.69,0.65
"593","22033001102 ","22","Tract ",0.62,0.64
"594","22033004507 ","22","Tract ",0.83,0.78
"595","22061960100 ","22","Tract ",0.72,0.66
"596","22029990100 ","22","Tract ",0.52,0.48
"597","22033001000 ","22","Tract ",0.6,0.6
"598","22071003800 ","22","Tract ",0.34,0.36
"599","22051020202 ","22","Tract ",0.61,0.59
"600","22033000602 ","22","Tract ",0.66,0.68
"601","22017023500 ","22","Tract ",0.74,0.71
"602","22019002204 ","22","Tract ",0.72,0.69
"603","22041950200 ","22","Tract ",0.7,0.69
"604","22089062800 ","22","Tract ",0.55,0.56
"605","22007050600 ","22","Tract ",0.69,0.58
"606","22079012400 ","22","Tract ",0.71,0.76
"607","22039950600 ","22","Tract ",0.66,0.67
"608","22055002103 ","22","Tract ",0.64,0.68
"609","22087030204 ","22","Tract ",0.59,0.47
"610","22103041004 ","22","Tract ",0.85,0.79
"611","22029990300 ","22","Tract ",0.65,0.56
"612","22079012200 ","22","Tract ",0.72,0.75
"613","22051024800 ","22","Tract ",0.83,0.8
"614","22027950100 ","22","Tract ",0.5,0.69
"615","22005030900 ","22","Tract ",0.63,0.54
"616","22033003507 ","22","Tract ",0.79,0.76
"617","22071000613 ","22","Tract ",0.49,0.37
"618","22073010502 ","22","Tract ",0.72,0.81
"619","22113950700 ","22","Tract ",0.75,0.76
"620","22071009900 ","22","Tract ",0.6,0.6
"621","22101040800 ","22","Tract ",999,0.62
"622","22055001002 ","22","Tract ",0.72,0.7
"623","22019000500 ","22","Tract ",0.76,0.77
"624","22053980500 ","22","Tract ",0.79,0.74
"625","22067950800 ","22","Tract ",0.7,0.69
"626","22051020511 ","22","Tract ",0.78,0.7
"627","22105954700 ","22","Tract ",0.74,0.76
"628","22053980200 ","22","Tract ",0.7,0.67
"629","22021990200 ","22","Tract ",0.53,0.49
"630","22051027602 ","22","Tract ",0.65,0.63
"631","22097961600 ","22","Tract ",0.4,0.62
"632","22071000604 ","22","Tract ",0.6,0.5
"633","22117950400 ","22","Tract ",0.58,0.7
"634","22017025000 ","22","Tract ",0.64,0.6
"635","22071001720 ","22","Tract ",0.69,0.38
"636","22089062302 ","22","Tract ",0.79,0.75
"637","22073005500 ","22","Tract ",0.66,0.67
"638","22061960800 ","22","Tract ",0.55,0.6
"639","22045030700 ","22","Tract ",0.83,0.76
"640","22061960300 ","22","Tract ",0.52,0.42
"641","22015010602 ","22","Tract ",0.72,0.65
"642","22073000500 ","22","Tract ",0.7,0.68
"643","22071001735 ","22","Tract ",0.49,0.22
"644","22105953300 ","22","Tract ",0.49,0.54
"645","22109001202 ","22","Tract ",0.59,0.64
"646","22019002800 ","22","Tract ",0.67,0.69
"647","22049970200 ","22","Tract ",0.65,0.62
"648","22051027704 ","22","Tract ",0.72,0.73
"649","22069990400 ","22","Tract ",0.66,0.59
"650","22057021500 ","22","Tract ",0.65,0.67
"651","22071013301 ","22","Tract ",0.76,0.59
"652","22111960200 ","22","Tract ",0.57,0.62
"653","22069990500 ","22","Tract ",0.82,0.78
"654","22019001000 ","22","Tract ",0.84,0.76
"655","22057021700 ","22","Tract ",0.75,0.72
"656","22087030800 ","22","Tract ",0.73,0.46
"657","22015010701 ","22","Tract ",0.74,0.69
"658","22077952400 ","22","Tract ",0.69,0.65
"659","22101040600 ","22","Tract ",999,0.59
"660","22051023002 ","22","Tract ",0.87,0.81
"661","22033001600 ","22","Tract ",0.67,0.67
"662","22019003600 ","22","Tract ",0.64,0.59
"663","22051023500 ","22","Tract ",0.86,0.79
"664","22009030100 ","22","Tract ",0.5,0.44
"665","22033000900 ","22","Tract ",0.63,0.64
"666","22017022800 ","22","Tract ",0.85,0.77
"667","22027950400 ","22","Tract ",0.58,0.68
"668","22105954400 ","22","Tract ",0.52,0.58
"669","22121020100 ","22","Tract ",0.72,0.76
"670","22033004401 ","22","Tract ",0.83,0.8
"671","22051020507 ","22","Tract ",0.77,0.75
"672","22055001904 ","22","Tract ",0.76,0.73
"673","22115950400 ","22","Tract ",0.49,0.62
"674","22123980200 ","22","Tract ",0.66,0.63
"675","22095070700 ","22","Tract ",0.58,0.58
"676","22049970300 ","22","Tract ",0.68,0.58
"677","22061960200 ","22","Tract ",0.66,0.58
"678","22083970600 ","22","Tract ",0.61,0.65
"679","22097961200 ","22","Tract ",0.61,0.72
"680","22019001100 ","22","Tract ",0.7,0.65
"681","22017024602 ","22","Tract ",0.66,0.66
"682","22069990200 ","22","Tract ",0.48,0.43
"683","22013970300 ","22","Tract ",0.56,0.52
"684","22051022400 ","22","Tract ",0.83,0.77
"685","22073010603 ","22","Tract ",0.67,0.67
"686","22005030600 ","22","Tract ",0.68,0.62
"687","22017024601 ","22","Tract ",0.68,0.64
"688","22055002102 ","22","Tract ",0.72,0.76
"689","22117950300 ","22","Tract ",0.56,0.67
"690","22011960200 ","22","Tract ",0.67,0.79
"691","22011960300 ","22","Tract ",0.71,0.66
"692","22087030103 ","22","Tract ",0.62,0.55
"693","22005030102 ","22","Tract ",0.79,0.78
"694","22051020513 ","22","Tract ",0.8,0.62
"695","22071003308 ","22","Tract ",0.62,0.51
"696","22097960200 ","22","Tract ",0.58,0.43
"697","22125951701 ","22","Tract ",0.43,0.41
"698","22059970100 ","22","Tract ",0.62,0.59
"699","22101040400 ","22","Tract ",999,0.62
"700","22033003101 ","22","Tract ",0.62,0.63
"701","22115950300 ","22","Tract ",0.56,0.64
"702","22097961400 ","22","Tract ",0.43,0.67
"703","22039950300 ","22","Tract ",0.59,0.59
"704","22055002101 ","22","Tract ",0.72,0.74
"705","22097960300 ","22","Tract ",0.61,0.51
"706","22019003400 ","22","Tract ",0.78,0.75
"707","22001960700 ","22","Tract ",0.66,0.71
"708","22051023800 ","22","Tract ",0.68,0.76
"709","22079010700 ","22","Tract ",0.56,0.62
"710","22021990300 ","22","Tract ",0.61,0.49
"711","22033002601 ","22","Tract ",0.82,0.75
"712","22033002602 ","22","Tract ",0.72,0.67
"713","22005030401 ","22","Tract ",0.67,0.69
"714","22091951100 ","22","Tract ",0.46,0.5
"715","22081960300 ","22","Tract ",0.57,0.41
"716","22043020402 ","22","Tract ",0.62,0.67
"717","22071001740 ","22","Tract ",0.66,0.43
"718","22097961500 ","22","Tract ",0.44,0.69
"719","22055001403 ","22","Tract ",0.81,0.72
"720","22097960900 ","22","Tract ",0.67,0.64
"721","22017021200 ","22","Tract ",0.64,0.69
"722","22001960900 ","22","Tract ",0.66,0.68
"723","22017024107 ","22","Tract ",0.8,0.75
"724","22033004010 ","22","Tract ",0.87,0.79
"725","22097961300 ","22","Tract ",0.38,0.62
"726","22057021800 ","22","Tract ",0.41,0.73
"727","22105953800 ","22","Tract ",0.57,0.6
"728","22115950800 ","22","Tract ",0.51,0.54
"729","22003950400 ","22","Tract ",0.62,0.58
"730","22109000300 ","22","Tract ",0.79,0.65
"731","22033003300 ","22","Tract ",0.64,0.63
"732","22051025400 ","22","Tract ",0.69,0.71
"733","22045030500 ","22","Tract ",0.71,0.72
"734","22017024203 ","22","Tract ",0.68,0.71
"735","22071007603 ","22","Tract ",0.78,0.46
"736","22051027701 ","22","Tract ",0.67,0.75
"737","22067950500 ","22","Tract ",0.71,0.75
"738","22127960100 ","22","Tract ",0.56,0.52
"739","22085980600 ","22","Tract ",0.57,0.52
"740","22031950200 ","22","Tract ",0.6,0.56
"741","22017024503 ","22","Tract ",0.76,0.62
"742","22101040200 ","22","Tract ",999,0.74
"743","22033004800 ","22","Tract ",0.71,0.73
"744","22015010500 ","22","Tract ",0.81,0.75
"745","22017022500 ","22","Tract ",0.76,0.76
"746","22053980300 ","22","Tract ",0.7,0.75
"747","22083970500 ","22","Tract ",0.64,0.76
"748","22017024102 ","22","Tract ",0.76,0.78
"749","22055000602 ","22","Tract ",0.79,0.68
"750","22019002600 ","22","Tract ",0.77,0.78
"751","22055002001 ","22","Tract ",0.69,0.63
"752","22071001723 ","22","Tract ",0.79,0.5
"753","22071003702 ","22","Tract ",0.59,0.51
"754","22097960500 ","22","Tract ",0.65,0.68
"755","22019001201 ","22","Tract ",0.72,0.65
"756","22103041003 ","22","Tract ",0.85,0.76
"757","22019003101 ","22","Tract ",0.75,0.8
"758","22003950100 ","22","Tract ",0.61,0.52
"759","22123980100 ","22","Tract ",0.67,0.62
"760","22033004900 ","22","Tract ",0.85,0.8
"761","22051023600 ","22","Tract ",0.79,0.76
"762","22029990400 ","22","Tract ",0.72,0.63
"763","22069990300 ","22","Tract ",0.71,0.62
"764","22071001724 ","22","Tract ",0.71,0.44
"765","22033004403 ","22","Tract ",0.83,0.76
"766","22051020302 ","22","Tract ",0.85,0.76
"767","22117950600 ","22","Tract ",0.68,0.74
"768","22069990800 ","22","Tract ",0.69,0.64
"769","22017024304 ","22","Tract ",0.7,0.74
"770","22055001001 ","22","Tract ",0.71,0.65
"771","22019001600 ","22","Tract ",0.6,0.61
"772","22033004402 ","22","Tract ",0.78,0.69
"773","22077952100 ","22","Tract ",0.65,0.62
"774","22033004302 ","22","Tract ",0.85,0.79
"775","22033003504 ","22","Tract ",0.69,0.77
"776","22061960600 ","22","Tract ",0.71,0.68
"777","22025980100 ","22","Tract ",0.49,0.48
"778","22111960500 ","22","Tract ",0.61,0.73
"779","22053980100 ","22","Tract ",0.71,0.63
"780","22079010300 ","22","Tract ",0.65,0.71
"781","22085980400 ","22","Tract ",0.72,0.64
"782","22055000300 ","22","Tract ",0.65,0.54
"783","22113950500 ","22","Tract ",0.74,0.76
"784","22069990700 ","22","Tract ",0.54,0.44
"785","22059970300 ","22","Tract ",0.58,0.56
"786","22057021200 ","22","Tract ",0.64,0.58
"787","22077952200 ","22","Tract ",0.47,0.46
"788","22117950800 ","22","Tract ",0.62,0.62
"789","22033003703 ","22","Tract ",0.89,0.8
"790","22037951600 ","22","Tract ",0.55,0.59
"791","22001960800 ","22","Tract ",0.78,0.73
"792","22101040500 ","22","Tract ",999,0.61
"793","22109001000 ","22","Tract ",0.84,0.75
"794","22103040801 ","22","Tract ",0.8,0.64
"795","22017024504 ","22","Tract ",0.7,0.61
"796","22011960500 ","22","Tract ",0.73,0.79
"797","22041950300 ","22","Tract ",0.72,0.58
"798","22017023000 ","22","Tract ",0.84,0.77
"799","22033002500 ","22","Tract ",0.56,0.52
"800","22051026100 ","22","Tract ",0.63,0.57
"801","22001960500 ","22","Tract ",0.79,0.72
"802","22079010600 ","22","Tract ",0.59,0.6
"803","22033004602 ","22","Tract ",0.67,0.7
"804","22073010202 ","22","Tract ",0.71,0.83
"805","22017021600 ","22","Tract ",0.77,0.77
"806","22055001901 ","22","Tract ",0.66,0.73
"807","22115950200 ","22","Tract ",0.53,0.58
"808","22005030103 ","22","Tract ",0.79,0.77
"809","22097960700 ","22","Tract ",0.63,0.79
"810","22051020510 ","22","Tract ",0.78,0.77
"811","22099020100 ","22","Tract ",0.5,0.74
"812","22047953101 ","22","Tract ",0.69,0.74
"813","22055001905 ","22","Tract ",0.7,0.71
"814","22111960100 ","22","Tract ",0.59,0.56
"815","22061961000 ","22","Tract ",0.66,0.61
"816","22033004205 ","22","Tract ",0.68,0.75
"817","22033001104 ","22","Tract ",0.36,0.52
"818","22001960200 ","22","Tract ",0.73,0.69
"819","22019000700 ","22","Tract ",0.67,0.72
"820","22045031300 ","22","Tract ",0.73,0.77
"821","22105954800 ","22","Tract ",0.63,0.73
"822","22051020502 ","22","Tract ",0.76,0.66
"823","22017024400 ","22","Tract ",0.81,0.8
"824","22033004700 ","22","Tract ",0.75,0.75
"825","22121020300 ","22","Tract ",0.69,0.7
"826","22045031100 ","22","Tract ",0.72,0.66
"827","22067950200 ","22","Tract ",0.76,0.73
"828","22113950200 ","22","Tract ",0.69,0.81
"829","22089062301 ","22","Tract ",0.81,0.76
"830","22089062100 ","22","Tract ",0.7,0.68
"831","22051027000 ","22","Tract ",0.74,0.69
"832","22051027501 ","22","Tract ",0.76,0.72
"833","22051021700 ","22","Tract ",0.8,0.7
"834","22103040706 ","22","Tract ",0.69,0.7
"835","22079013300 ","22","Tract ",0.6,0.59
"836","22095070500 ","22","Tract ",0.67,0.73
"837","22115950100 ","22","Tract ",0.62,0.73
"838","22105954101 ","22","Tract ",0.55,0.59
"839","22071007700 ","22","Tract ",0.51,0.41
"840","22017022200 ","22","Tract ",0.72,0.68
"841","22117950500 ","22","Tract ",0.57,0.72
"842","22055002104 ","22","Tract ",0.7,0.76
"843","22019002203 ","22","Tract ",0.77,0.69
"844","22033004011 ","22","Tract ",0.52,0.56
"845","22103040708 ","22","Tract ",0.82,0.72
"846","22051027200 ","22","Tract ",0.73,0.75
"847","22057020500 ","22","Tract ",0.75,0.76
"848","22055001300 ","22","Tract ",0.68,0.65
"849","22033003604 ","22","Tract ",0.63,0.58
"850","22019003000 ","22","Tract ",0.69,0.72
"851","22095070300 ","22","Tract ",0.8,0.75
"852","22109001500 ","22","Tract ",0.87,0.82
"853","22029990200 ","22","Tract ",0.56,0.49
"854","22113950800 ","22","Tract ",0.68,0.61
"855","22103040705 ","22","Tract ",0.75,0.69
"856","22105953400 ","22","Tract ",0.56,0.5
"857","22109000900 ","22","Tract ",0.74,0.73
"858","22117950700 ","22","Tract ",0.7,0.73
"859","22089063100 ","22","Tract ",0.78,0.78
"860","22045030600 ","22","Tract ",0.83,0.78
"861","22055001903 ","22","Tract ",0.61,0.61
"862","22109000700 ","22","Tract ",0.64,0.64
"863","22051027809 ","22","Tract ",0.76,0.76
"864","22081960100 ","22","Tract ",0.62,0.49
"865","22077951900 ","22","Tract ",0.61,0.55
"866","22033004201 ","22","Tract ",0.71,0.75
"867","22119031300 ","22","Tract ",0.81,0.62
"868","22105953600 ","22","Tract ",0.49,0.47
"869","22127960200 ","22","Tract ",0.56,0.62
"870","22001960400 ","22","Tract ",0.78,0.65
"871","22033004504 ","22","Tract ",0.78,0.73
"872","22001961000 ","22","Tract ",0.7,0.76
"873","22095070200 ","22","Tract ",0.72,0.72
"874","22017022900 ","22","Tract ",0.76,0.69
"875","22017023700 ","22","Tract ",0.7,0.66
"876","22017023800 ","22","Tract ",0.74,0.71
"877","22059970200 ","22","Tract ",0.63,0.58
"878","22045030200 ","22","Tract ",0.71,0.69
"879","22055002002 ","22","Tract ",0.72,0.61
"880","22113950400 ","22","Tract ",0.76,0.79
"881","22005030101 ","22","Tract ",0.73,0.75
"882","22099020600 ","22","Tract ",0.61,0.68
"883","22063040802 ","22","Tract ",0.62,0.59
"884","22051027806 ","22","Tract ",0.82,0.75
"885","22103040304 ","22","Tract ",0.77,0.81
"886","22001960600 ","22","Tract ",0.77,0.76
"887","22055001100 ","22","Tract ",0.66,0.69
"888","22071001722 ","22","Tract ",0.64,0.33
"889","22039950100 ","22","Tract ",0.6,0.61
"890","22073000200 ","22","Tract ",0.82,0.77
"891","22089063200 ","22","Tract ",0.67,0.65
"892","22071004200 ","22","Tract ",0.33,0.29
"893","22117950200 ","22","Tract ",0.63,0.69
"894","22033004503 ","22","Tract ",0.76,0.68
"895","22073005302 ","22","Tract ",0.75,0.81
"896","22103040704 ","22","Tract ",0.62,0.66
"897","22033003400 ","22","Tract ",0.63,0.65
"898","22009030600 ","22","Tract ",0.58,0.41
"899","22033003804 ","22","Tract ",0.78,0.71
"900","22061960400 ","22","Tract ",0.65,0.65
"901","22055001402 ","22","Tract ",0.78,0.79
"902","22017023400 ","22","Tract ",0.74,0.76
"903","22079012500 ","22","Tract ",0.78,0.7
"904","22055001700 ","22","Tract ",0.88,0.81
"905","22057021601 ","22","Tract ",0.64,0.81
"906","22109000600 ","22","Tract ",0.7,0.74
"907","22051020509 ","22","Tract ",0.77,0.72
"908","22037951500 ","22","Tract ",0.58,0.67
"909","22019001400 ","22","Tract ",0.64,0.67
"910","22109001300 ","22","Tract ",0.58,0.7
"911","22039950400 ","22","Tract ",0.68,0.77
"912","22061960700 ","22","Tract ",0.77,0.66
"913","22109000800 ","22","Tract ",0.79,0.7
"914","22001960100 ","22","Tract ",0.76,0.76
"915","22033001700 ","22","Tract ",0.72,0.77
"916","22071001728 ","22","Tract ",0.58,0.38
"917","22033003701 ","22","Tract ",0.86,0.76
"918","22103040400 ","22","Tract ",0.8,0.84
"919","22033002800 ","22","Tract ",0.61,0.49
"920","22073000100 ","22","Tract ",0.74,0.76
"921","22009030700 ","22","Tract ",0.63,0.58
"922","22005031000 ","22","Tract ",0.66,0.58
"923","22023970100 ","22","Tract ",0.58,0.51
"924","22073005301 ","22","Tract ",0.71,0.79
"925","22069990900 ","22","Tract ",0.56,0.49
"926","22109000101 ","22","Tract ",0.7,0.65
"927","22071001742 ","22","Tract ",0.61,0.38
"928","22099020400 ","22","Tract ",0.65,0.71
"929","22015011103 ","22","Tract ",0.79,0.81
"930","22017024108 ","22","Tract ",0.8,0.78
"931","22051025202 ","22","Tract ",0.7,0.66
"932","22097960600 ","22","Tract ",0.59,0.66
"933","22097961800 ","22","Tract ",0.69,0.65
"934","22019002400 ","22","Tract ",0.66,0.56
"935","22033003506 ","22","Tract ",0.77,0.7
"936","22079010500 ","22","Tract ",0.61,0.64
"937","22047952900 ","22","Tract ",0.63,0.65
"938","22033000200 ","22","Tract ",0.59,0.6
"939","22051025001 ","22","Tract ",0.71,0.69
"940","22033004505 ","22","Tract ",0.75,0.72
"941","22017022100 ","22","Tract ",0.75,0.78
"942","22103040202 ","22","Tract ",0.75,0.76
"943","22109000202 ","22","Tract ",0.78,0.69
"944","22033004301 ","22","Tract ",0.81,0.77
"945","22079013500 ","22","Tract ",0.58,0.52
"946","22069990600 ","22","Tract ",0.65,0.62
"947","22085980200 ","22","Tract ",0.42,0.43
"948","22005030402 ","22","Tract ",0.67,0.68
"949","22109000500 ","22","Tract ",0.77,0.76
"950","22115950500 ","22","Tract ",0.57,0.61
"951","22115950900 ","22","Tract ",0.49,0.61
"952","22043020401 ","22","Tract ",0.6,0.63
"953","22099020200 ","22","Tract ",0.69,0.73
"954","22063040902 ","22","Tract ",0.53,0.53
"955","22019001300 ","22","Tract ",0.82,0.77
"956","22073010102 ","22","Tract ",0.69,0.76
"957","22055001500 ","22","Tract ",0.8,0.73
"958","22055001407 ","22","Tract ",0.79,0.73
"959","22011960100 ","22","Tract ",0.53,0.67
"960","22015011105 ","22","Tract ",0.77,0.76
"961","22103041102 ","22","Tract ",0.7,0.75
"962","22097961700 ","22","Tract ",0.68,0.79
"963","22017024303 ","22","Tract ",0.73,0.71
"964","22053980400 ","22","Tract ",0.73,0.65
"965","22033004508 ","22","Tract ",0.88,0.81
"966","22073010201 ","22","Tract ",0.73,0.75
"967","22033003903 ","22","Tract ",0.65,0.67
"968","22047952700 ","22","Tract ",0.66,0.59
"969","22019000600 ","22","Tract ",0.66,0.67
"970","22015010601 ","22","Tract ",0.72,0.7
"971","22055001200 ","22","Tract ",0.72,0.74
"972","22075050200 ","22","Tract ",0.71,0.73
"973","22007050200 ","22","Tract ",0.62,0.59
"974","22015010804 ","22","Tract ",0.87,0.8
"975","22017024104 ","22","Tract ",0.74,0.75
"976","22071000614 ","22","Tract ",0.74,0.47
"977","22011960700 ","22","Tract ",0.61,0.73
"978","22017024301 ","22","Tract ",0.8,0.76
"979","22045030100 ","22","Tract ",0.66,0.68
"980","22003950500 ","22","Tract ",0.61,0.54
"981","22125951800 ","22","Tract ",0.6,0.6
"982","22055001406 ","22","Tract ",0.74,0.71
"983","22033004009 ","22","Tract ",0.72,0.76
"984","22119031500 ","22","Tract ",0.6,0.6
"985","22033003907 ","22","Tract ",0.78,0.69
"986","22055001902 ","22","Tract ",0.78,0.73
"987","22051027804 ","22","Tract ",0.79,0.71
"988","22071001725 ","22","Tract ",0.74,0.49
"989","22051022001 ","22","Tract ",0.62,0.61
"990","22079011500 ","22","Tract ",0.75,0.78
"991","22017024202 ","22","Tract ",0.81,0.78
"992","22117950100 ","22","Tract ",0.63,0.68
"993","22051027805 ","22","Tract ",0.76,0.73
"994","22051020203 ","22","Tract ",0.85,0.77
"995","22051027807 ","22","Tract ",0.82,0.78
"996","22045030400 ","22","Tract ",0.64,0.72
"997","22063040600 ","22","Tract ",0.73,0.78
"998","22091951200 ","22","Tract ",0.48,0.48
"999","22057021100 ","22","Tract ",0.59,0.6
"1000","22033004006 ","22","Tract ",0.86,0.78
"1001","22071001732 ","22","Tract ",0.75,0.59
"1002","22103041300 ","22","Tract ",0.72,0.78
"1003","22009030400 ","22","Tract ",0.6,0.66
"1004","22033003802 ","22","Tract ",0.74,0.69
"1005","22033003904 ","22","Tract ",0.68,0.69
"1006","22103040701 ","22","Tract ",0.79,0.73
"1007","22015011200 ","22","Tract ",0.64,0.63
"1008","22017023901 ","22","Tract ",0.65,0.77
"1009","22085980700 ","22","Tract ",0.32,0.36
"1010","22009030500 ","22","Tract ",0.65,0.6
"1011","22055001404 ","22","Tract ",0.8,0.78
"1012","22103040802 ","22","Tract ",0.63,0.78
"1013","22105953500 ","22","Tract ",0.54,0.55
"1014","22051021600 ","22","Tract ",0.66,0.71
"1015","22063040901 ","22","Tract ",0.56,0.53
"1016","22063040301 ","22","Tract ",0.78,0.7
"1017","22015010803 ","22","Tract ",0.79,0.71
"1018","22071001738 ","22","Tract ",0.67,0.48
"1019","22005030500 ","22","Tract ",0.73,0.74
"1020","22073005202 ","22","Tract ",0.8,0.76
"1021","22113950100 ","22","Tract ",0.73,0.75
"1022","22113951000 ","22","Tract ",0.71,0.69
"1023","22071000608 ","22","Tract ",0.84,0.44
"1024","22119032100 ","22","Tract ",0.63,0.62
"1025","22103040201 ","22","Tract ",0.68,0.68
"1026","22017024106 ","22","Tract ",0.81,0.66
"1027","22051021802 ","22","Tract ",0.56,0.55
"1028","22055001401 ","22","Tract ",0.86,0.75
"1029","22017024000 ","22","Tract ",0.86,0.84
"1030","22051020508 ","22","Tract ",0.8,0.73
"1031","22033004604 ","22","Tract ",0.81,0.79
"1032","22109001700 ","22","Tract ",0.83,0.78
"1033","22115950700 ","22","Tract ",0.61,0.57
"1034","22121020400 ","22","Tract ",0.68,0.65
"1035","22015011106 ","22","Tract ",0.63,0.68
"1036","22109000400 ","22","Tract ",0.8,0.73
"1037","22079013200 ","22","Tract ",0.72,0.78
"1038","22031950100 ","22","Tract ",0.63,0.74
"1039","22019002201 ","22","Tract ",0.68,0.66
"1040","22079010100 ","22","Tract ",0.77,0.8
"1041","22103040303 ","22","Tract ",0.76,0.76
"1042","22055001409 ","22","Tract ",0.75,0.73
"1043","22055001405 ","22","Tract ",0.7,0.74
"1044","22103041204 ","22","Tract ",0.65,0.64
"1045","22055001800 ","22","Tract ",0.7,0.7
"1046","22005030206 ","22","Tract ",0.73,0.74
"1047","22033003906 ","22","Tract ",0.85,0.77
"1048","22051024200 ","22","Tract ",0.68,0.72
"1049","22051027900 ","22","Tract ",0.47,0.41
"1050","22005030205 ","22","Tract ",0.79,0.78
"1051","22073010400 ","22","Tract ",0.64,0.77
"1052","22005030203 ","22","Tract ",0.76,0.79
"1053","22019002700 ","22","Tract ",0.7,0.73
"1054","22019001700 ","22","Tract ",0.7,0.75
"1055","22019002000 ","22","Tract ",0.73,0.6
"1056","22099020500 ","22","Tract ",0.65,0.68
"1057","22105953900 ","22","Tract ",0.56,0.55
"1058","22017024502 ","22","Tract ",0.78,0.72
"1059","22103040102 ","22","Tract ",0.62,0.71
"1060","22105954102 ","22","Tract ",0.65,0.72
"1061","22063040100 ","22","Tract ",0.58,0.6
"1062","22057021900 ","22","Tract ",0.76,0.74
"1063","22103040301 ","22","Tract ",0.66,0.77
"1064","22045030300 ","22","Tract ",0.61,0.66
"1065","22017023902 ","22","Tract ",0.79,0.72
"1066","22033004005 ","22","Tract ",0.79,0.77
"1067","22005030204 ","22","Tract ",0.78,0.83
"1068","22057020701 ","22","Tract ",0.81,0.78
"1069","22103040803 ","22","Tract ",0.7,0.53
"1070","22063040200 ","22","Tract ",0.68,0.66
"1071","22103040707 ","22","Tract ",0.82,0.72
"1072","22105953700 ","22","Tract ",0.58,0.59
"1073","22113950900 ","22","Tract ",0.73,0.7
"1074","22033003805 ","22","Tract ",0.78,0.67
"1075","22105954600 ","22","Tract ",0.58,0.67
"1076","22079012300 ","22","Tract ",0.83,0.77
"1077","22103041205 ","22","Tract ",0.79,0.78
"1078","22033003801 ","22","Tract ",0.72,0.68
"1079","22019001800 ","22","Tract ",0.75,0.72
"1080","22105954000 ","22","Tract ",0.57,0.58
"1081","22055001410 ","22","Tract ",0.74,0.75
"1082","22015011108 ","22","Tract ",0.76,0.82
"1083","22073010501 ","22","Tract ",0.68,0.79
"1084","22099020300 ","22","Tract ",0.67,0.75
"1085","22103040101 ","22","Tract ",0.7,0.68
"1086","22055000601 ","22","Tract ",0.68,0.66
"1087","22063040803 ","22","Tract ",0.71,0.75
"1088","22019001902 ","22","Tract ",0.74,0.76
"1089","22063040500 ","22","Tract ",0.65,0.71
"1090","22063040804 ","22","Tract ",0.71,0.75
"1091","22105954500 ","22","Tract ",0.58,0.65
"1092","22015011000 ","22","Tract ",0.74,0.78
"1093","22103041206 ","22","Tract ",0.81,0.78
"1094","22063040302 ","22","Tract ",0.75,0.7
"1095","22005030300 ","22","Tract ",0.65,0.7
"1096","22063040400 ","22","Tract ",0.65,0.63
"1097","22033004502 ","22","Tract ",0.81,0.74
"1098","22103040603 ","22","Tract ",0.66,0.79
"1099","22015011104 ","22","Tract ",0.76,0.75
"1100","22033004012 ","22","Tract ",0.67,0.73
"1101","22033004007 ","22","Tract ",0.6,0.58
