"","name.y","tract","blackpct2018","blackMOEprop2018","hisppct2018","hispMOEprop2018","asianpct2018","asianMOEprop2018","nativepct2018","nativeMOEprop2018"
"367","Jefferson","020201",0.00223513634331694,0.00137608220311321,0.0040945587153322,0.00310290777646269,0.0206242723291013,0.0130220142919496,0.0114068441064639,0.0165277695163345
"368","Jefferson","020303",3.50609622481089e-05,5.25910534277566e-05,0.00519817024407409,0.00182335817792137,0.0168542440538892,0.012303255029274,0,0.0091254752851711
"369","Jefferson","027701",0.046368122573124,0.00467296911313524,0.00230318927737436,0.00220722305748377,0,0.000942507068803016,0,0.0129277566539924
"370","Jefferson","022700",0,0.000105182886744327,0.00407856434535044,0.004382457375004,0.0018295725453235,0.00310450598298773,0,0.0091254752851711
"371","Jefferson","023002",0.0036375748332413,0.00292751494488251,0.00686158472217779,0.00470234477463933,0.00604313355879581,0.00537642857465434,0,0.0091254752851711
"372","Jefferson","025400",0.0178635602654115,0.0049951214762802,0.0158024375419852,0.00698953968203192,0.000665299107390364,0.00110874921181796,0,0.0091254752851711
"373","Jefferson","024100",0.00350609622481089,0.0022438101891362,0.00890886407984389,0.00379066568567864,0.000942507068803016,0.00121956426150486,0,0.0091254752851711
"374","Jefferson","020506",0.00413719354527685,0.00165645809008715,0.0282940404977448,0.00826908928057324,0.0126961246326995,0.00742468067309529,0.0456273764258555,0.0668807344136085
"375","Jefferson","022400",8.76524056202723e-05,0.000131477633569392,0.00247912734717379,0.00153545951824958,0.000831623884237955,0.00133049061830338,0,0.0091254752851711
"376","Jefferson","022500",0,0.000105182886744327,0.00275103163686382,0.00188733565784844,0.000498974330542773,0.000665221636548339,0,0.0091254752851711
"377","Jefferson","024002",0.000245426735736762,0.000333076124416251,0.00220722305748377,0.0024311442372285,0.0012751566224982,0.00166304538732692,0,0.0091254752851711
"378","Jefferson","024800",0.00124466415980787,0.0014725428634011,0.00291097533668149,0.00171139758804901,0.000942507068803016,0.00171858236689143,0,0.0091254752851711
