"","CTYNAME","Year","Whitepct","Blackpct","AIpct","Asianpct","Hawaiianpct","Twopct","Hispanicpct"
"160","Livingston Parish","2000",0.93560709116434,0.0425622218110982,0.00362393757685904,0.0017521139635865,0.000108826954260031,0.00519104571820348,0.0111547628116532
"161","Madison Parish","2000",0.370373069076071,0.602011075488196,0.00131157097056252,0.00153016613232294,0.00014573010784028,0.003643252696007,0.0209851355290003
"162","Morehouse Parish","2000",0.555498276250926,0.430421754679898,0.00125656474530399,0.00186873731352901,6.4439217707897e-05,0.00347971775622644,0.00741051003640816
"163","Natchitoches Parish","2000",0.578140594211429,0.384829951122143,0.0105176958313074,0.00450392814187374,0.000255905008061008,0.00726770222893262,0.014484223456253
"164","Orleans Parish","2000",0.268215691614469,0.669390045637229,0.00181352281448838,0.0228124252102366,0.000181558598037517,0.00699619552210476,0.0305905606034348
"165","Ouachita Parish","2000",0.639512142119846,0.334906557287988,0.00217987722062259,0.00643097734557505,0.000217308632585429,0.00489623512794046,0.0118569022654425
"166","Plaquemines Parish","2000",0.692138023851359,0.233391902501028,0.0211970540954802,0.0271785861153688,0.000112153725372911,0.00979475868256757,0.0161875210288235
"167","Pointe Coupee Parish","2000",0.604367119195114,0.376433372874654,0.00166952242871579,0.002460348842318,0,0.0043056104740565,0.0107640261851413
"168","Rapides Parish","2000",0.659134425191866,0.30363161642535,0.00713664055700609,0.00868739615475908,0.000316480734235303,0.00733444101590316,0.0137589999208798
"169","Red River Parish","2000",0.575927658247583,0.405467207151024,0.00280636108512629,0.000935453695042095,0,0.0047812077746596,0.0100821120465648
"170","Richland Parish","2000",0.604411834770594,0.37772166372862,0.0012387441040545,0.00171518414407547,0,0.00409738434418028,0.0108151889084759
